5161	Grimnur Stonebrand	Fishing Trainer	1455	Ironforge	48.2,6.6 48.4,6.4 48.6,6.2	7620:Fishing|7731:Fishing
3703	Krulmoo Fullmoon	Expert Leatherworker	1413	The Barrens	44.8,59.4
10993	Twizwick Sprocketgrind	Journeyman Engineer	1412	Mulgore	61.8,31.4 61.8,31.6	4036:Engineering
5392	Yarr Hammerstone	Mining Trainer	1426	Dun Morogh	50,50.4	2575:Mining|2576:Mining|3564:Mining|10248:Mining
6286	Zarrin	Cook	1438	Teldrassil	57,61.2	2550:Cooking|3102:Cooking
14740	Katoom the Angler	Fishing Trainer & Supplies	1425	The Hinterlands	80.2,81.4 80.4,81.6 80.6,81.4
4616	Lavinia Crowe	Expert Enchanter	1458	Undercity	62.2,61.6 62.4,61.4 62.6,61.4	7411:Enchanting|7412:Enchanting
3332	Lumak	Fishing Trainer	1454	Orgrimmar	69.4,28.4 69.4,29.2 69.6,29.2 69.8,29.6	7620:Fishing|7731:Fishing
3606	Alanna Raveneye	Journeyman Enchanter	1438	Teldrassil	36.8,34.2	7411:Enchanting
11097	Drakk Stonehand	Master Leatherworking Trainer	1425	The Hinterlands	13.4,43.4
8306	Duhng	Cook	1413	The Barrens	55.2,31.8	2550:Cooking|3102:Cooking
4573	Armand Cromwell	Fishing Trainer	1458	Undercity	80.4,31.2 80.8,31.2 81,29.8 81,31.8 81.6,30.8	7620:Fishing|7731:Fishing
3345	Godan	Expert Enchanter	1454	Orgrimmar	53.8,38.4 53.8,38.6	7411:Enchanting|7412:Enchanting
4596	James Van Brunt	Expert Blacksmith	1458	Undercity	61.2,29.2 61.2,30 61.4,30.6 61.6,30.2	2018:Blacksmithing|3100:Blacksmithing
5174	Springspindle Fizzlegear	Artisan Engineer	1455	Ironforge	68.2,43.4 68.4,44 68.4,44.6 68.6,44.2 68.8,45.2	4036:Engineering|4037:Engineering|4038:Engineering
1703	Uthrar Threx	Journeyman Tailor	1455	Ironforge	43.4,28.2 43.4,28.6 43.6,28.2 43.6,28.6 43.8,29.6	3908:Tailoring
6290	Yonn Deepcut	Skinner	1412	Mulgore	45.4,57.8 45.6,57.8	8613:Skinning|8617:Skinning|8618:Skinning|10768:Skinning
4211	Dannelor	First Aid Trainer	1457	Darnassus	51.4,12.4 51.4,12.6 51.6,12.4 51.6,12.6 51.6,13.6	3273:First Aid|3274:First Aid
2798	Pand Stonebinder	First Aid Trainer	1456	Thunder Bluff	29.4,21.4 29.4,21.6 29.6,21.4 29.6,21.6	3273:First Aid|3274:First Aid
5137	Reyna Stonebranch	Herbalism Trainer	1455	Ironforge	55.4,58.4 55.4,58.8 55.6,58.4 55.6,58.8 55.8,59.6	2366:Herbalism|2368:Herbalism|3570:Herbalism|11993:Herbalism
4258	Bengus Deepforge	Artisan Blacksmith	1455	Ironforge	51.4,42.2 51.6,42.6 52.2,41.4 52.2,41.6 52.6,40.8 53.2,40	2018:Blacksmithing|3100:Blacksmithing|3538:Blacksmithing
1701	Dank Drizzlecut	Mining Trainer	1426	Dun Morogh	69.2,55.4 69.2,55.6	2575:Mining|2576:Mining|3564:Mining|10248:Mining
5157	Gimble Thistlefuzz	Expert Enchanter	1455	Ironforge	59,45.2 60,45.4 60.2,44.2 60.2,45.6 60.8,45.4 60.8,45.6	7411:Enchanting|7412:Enchanting
4591	Mary Edras	First Aid Trainer	1458	Undercity	73.4,55.4 73.4,55.6 73.6,55.4 73.6,55.6	3273:First Aid|3274:First Aid
5150	Nissa Firestone	First Aid Trainer	1455	Ironforge	54.8,58.4 54.8,58.6 55.6,59.2	3273:First Aid|3274:First Aid
5943	Rawrk	First Aid Trainer	1411	Durotar	54,42	3273:First Aid|3274:First Aid
11017	Roxxik	Artisan Engineer	1454	Orgrimmar	75.4,24.8 76,25	4036:Engineering|4037:Engineering|4038:Engineering
2855	Snang	Journeyman Tailor	1454	Orgrimmar	62.4,49.8 62.8,49.4 63,49.6	3908:Tailoring
4210	Alegorn	Cooking Trainer	1457	Darnassus	48.4,21.2 49,21.2 49.8,21	2550:Cooking|3102:Cooking
812	Alma Jainrose	Herbalism Trainer	1433	Redridge Mountains	21.4,45.4 21.4,45.6 21.8,45.8	2366:Herbalism|2368:Herbalism|3570:Herbalism|11993:Herbalism
6292	Eladriel	Skinning Trainer	1457	Darnassus	64.2,21.8 64.4,21.2 64.6,21.2	8613:Skinning|8617:Skinning|8618:Skinning|10768:Skinning
8126	Nixx Sprocketspring	Master Goblin Engineer	1446	Tanaris	52.4,27.2	
5511	Therum Deepforge	Expert Blacksmith	1453	Stormwind City	56.4,15.4 56.4,16.4 56.6,15.2 56.8,16.4 57,16.6	2018:Blacksmithing|3100:Blacksmithing
11050	Trianna	Journeyman Tailor	1457	Darnassus	63.4,21.4 63.4,21.6 63.6,21.4 63.6,21.6	3908:Tailoring
3007	Una	Artisan Leatherworker	1456	Thunder Bluff	41.4,42.6 41.6,42.4 41.8,42.6	2108:Leatherworking|3104:Leatherworking|3811:Leatherworking
2132	Carolai Anise	Journeyman Alchemist	1420	Tirisfal Glades	59.4,52.2	2259:Alchemy
6387	Dranh	Skinner	1413	The Barrens	45,59	8613:Skinning|8617:Skinning|8618:Skinning|10768:Skinning
514	Smith Argus	Journeyman Blacksmith	1429	Elwynn Forest	41.6,65.4 41.6,65.6	2018:Blacksmithing
5482	Stephen Ryback	Cooking Trainer	1453	Stormwind City	75.4,37.2 75.6,37	2550:Cooking|3102:Cooking
7944	Tinkmaster Overspark	Master Gnome Engineer	1455	Ironforge	69.4,50.4 69.4,50.6 69.6,50.6 69.8,49.4 69.8,50.2 69.8,52 70.6,50.4	
1699	Gremlock Pilsnor	Cooking Trainer	1426	Dun Morogh	47.6,52.4	2550:Cooking|3102:Cooking
3549	Shelene Rhobart	Journeyman Leatherworker	1420	Tirisfal Glades	65.4,60 65.6,59.8	2108:Leatherworking
11068	Betty Quin	Journeyman Enchanter	1453	Stormwind City	43.2,63.8 43.8,63.6	7411:Enchanting
5564	Simon Tanner	Expert Leatherworker	1453	Stormwind City	67.2,49.4 67.2,49.6 67.6,49.4	2108:Leatherworking|3104:Leatherworking
11026	Sprite Jumpsprocket	Journeyman Engineer	1453	Stormwind City	54.6,8 54.8,8.8	4036:Engineering
3001	Brek Stonehoof	Mining Trainer	1456	Thunder Bluff	34.4,57.4 34.4,57.6 34.6,57.4 34.6,57.6	2575:Mining|2576:Mining|3564:Mining|10248:Mining
1355	Cook Ghilm	Cooking Trainer	1426	Dun Morogh	68.4,54.4 68.4,54.6	2550:Cooking|3102:Cooking
3557	Guillaume Sorouy	Journeyman Blacksmith	1421	Silverpine Forest	43.2,41	2018:Blacksmithing
3363	Magar	Expert Tailor	1454	Orgrimmar	63.2,50.6 63.4,50 63.6,50	3908:Tailoring|3909:Tailoring
7406	Oglethorpe Obnoticus	Master Gnome Engineer	1434	Stranglethorn Vale	28.2,76.2	
3067	Pyall Silentstride	Cook	1412	Mulgore	45,61.6 45.4,58 45.6,58	2550:Cooking|3102:Cooking
2326	Thamner Pol	Physician	1426	Dun Morogh	47.2,52.4 47.2,52.6	3273:First Aid|3274:First Aid
11065	Thonys Pillarstone	Journeyman Enchanter	1455	Ironforge	59,45.2 60.4,44.4 60.4,45 60.6,44.2 60.6,44.8	7411:Enchanting
1241	Tognus Flintfire	Journeyman Blacksmith	1426	Dun Morogh	45.2,52	2018:Blacksmithing
3967	Aayndia Floralwind	Expert Leatherworker	1440	Ashenvale	35.8,52	2108:Leatherworking|3104:Leatherworking
4160	Ainethil	Artisan Alchemist	1457	Darnassus	55,23.4 55,23.8 55.4,24.6 55.6,24.4 55.6,24.6	2259:Alchemy|3101:Alchemy|3464:Alchemy
7866	Peter Galen	Master Dragonscale Leatherworker	1447	Azshara	37.4,65.4 37.4,65.6 37.6,65.4	
5493	Arnold Leland	Fishing Trainer	1453	Stormwind City	45.4,57.4 45.4,57.6 45.8,58.2	7620:Fishing|7731:Fishing
4588	Arthur Moore	Expert Leatherworker	1458	Undercity	70.2,57.4 70.4,57.8 70.4,58.8 70.6,58.4 70.6,58.6	2108:Leatherworking|3104:Leatherworking
3026	Aska Mistrunner	Cooking Trainer	1456	Thunder Bluff	50.8,52.4 51,52.8	2550:Cooking|3102:Cooking
6299	Delfrum Flintbeard	Journeyman Blacksmith	1439	Darkshore	38.2,41	2018:Blacksmithing
5499	Lilyssia Nightbreeze	Expert Alchemist	1453	Stormwind City	46.4,79.4 46.4,79.6 46.6,79.2	2259:Alchemy|3101:Alchemy
3704	Mahani	Expert Tailor	1413	The Barrens	44.8,59.4	3908:Tailoring|3909:Tailoring
3184	Miao'zan	Journeyman Alchemist	1411	Durotar	55.4,74 55.6,74	2259:Alchemy
5566	Tannysa	Herbalism Trainer	1453	Stormwind City	44.4,77.8 44.6,77.6 44.8,77 45,76.2	2366:Herbalism|2368:Herbalism|3570:Herbalism|11993:Herbalism
5939	Vira Younghoof	First Aid Trainer	1412	Mulgore	46,63.8 46.8,60.8	3273:First Aid|3274:First Aid
11046	Whuut	Journeyman Alchemist	1454	Orgrimmar	55.8,33.2 56,33.8	2259:Alchemy
4204	Firodren Mooncaller	Herbalism Trainer	1457	Darnassus	48,68.4 48,68.6	2366:Herbalism|2368:Herbalism|3570:Herbalism|11993:Herbalism
11098	Hahrana Ironhide	Master Leatherworker	1444	Feralas	74.4,43	2108:Leatherworking|3104:Leatherworking|3811:Leatherworking|10662:Leatherworking
6289	Rand Rhobart	Skinner	1420	Tirisfal Glades	65.4,60 65.6,60	8613:Skinning|8617:Skinning|8618:Skinning|10768:Skinning
1681	Brock Stoneseeker	Mining Trainer	1432	Loch Modan	37,47.8 37.2,46.8	2575:Mining|2576:Mining|3564:Mining|10248:Mining
4611	Doctor Herbert Halsey	Artisan Alchemist	1458	Undercity	47.4,72 47.4,73 47.6,73 48.2,72.2 48.6,73.8 48.8,73.4	2259:Alchemy|3101:Alchemy|3464:Alchemy
3013	Komin Winterhoof	Herbalism Trainer	1456	Thunder Bluff	49.4,39.2 49.8,39.4 49.8,39.8	2366:Herbalism|2368:Herbalism|3570:Herbalism|11993:Herbalism
3175	Krunn	Miner	1411	Durotar	51.8,40.8	2575:Mining|2576:Mining|3564:Mining|10248:Mining
11096	Randal Worth	Journeyman Leatherworker	1453	Stormwind City	67.4,49.4 67.4,49.6 67.6,49.6 67.8,49.4	2108:Leatherworking
2857	Thund	Journeyman Engineer	1454	Orgrimmar	75.4,24.6 75.8,24.4 75.8,24.6 76,23.2	4036:Engineering
5938	Uthan Stillwater	Fisherman	1412	Mulgore	44.4,60.4 44.4,60.6 44.6,60.4 44.6,60.6	7620:Fishing|7731:Fishing
3009	Bena Winterhoof	Expert Alchemist	1456	Thunder Bluff	46.8,33.4 46.8,33.6	2259:Alchemy|3101:Alchemy
7869	Brumn Winterhoof	Master Elemental Leatherworker	1417	Arathi Highlands	28.2,45	
11081	Faldron	Expert Leatherworker	1457	Darnassus	64.4,21.4 64.4,21.6 64.6,21.4 64.6,21.6	2108:Leatherworking|3104:Leatherworking
2114	Faruza	Apprentice Herbalist	1420	Tirisfal Glades	59.8,52	2366:Herbalism|2368:Herbalism|3570:Herbalism|11993:Herbalism
3179	Harold Riggs	Fishing Trainer	1437	Wetlands	8,58.4 8.2,58.6	7620:Fishing|7731:Fishing
11066	Jhag	Journeyman Enchanter	1454	Orgrimmar	53.4,38.2 53.6,38.2 53.6,38.6	7411:Enchanting
4609	Doctor Marsh	Expert Alchemist	1458	Undercity	51.2,75 51.4,74.2 51.6,74.2 51.6,74.6 51.6,75.6	2259:Alchemy|3101:Alchemy
908	Flora Silverwind	Superior Herbalist	1434	Stranglethorn Vale	27.6,77.8	2366:Herbalism|2368:Herbalism|3570:Herbalism|11993:Herbalism
7087	Killian Hagey	Skinning Trainer	1458	Undercity	70.4,59.2 70.4,59.6 70.6,59.2 71,59.6	8613:Skinning|8617:Skinning|8618:Skinning|10768:Skinning
1292	Maris Granger	Skinning Trainer	1453	Stormwind City	67.4,49 67.8,49	8613:Skinning|8617:Skinning|8618:Skinning|10768:Skinning
5177	Tally Berryfizz	Expert Alchemist	1455	Ironforge	66.4,55.2 66.4,55.6 66.6,55.2 66.6,55.6 67.2,54.2	2259:Alchemy|3101:Alchemy
7870	Caryssia Moonhunter	Tribal Leatherworking Trainer	1444	Feralas	89.4,46.4 89.4,46.6	
3087	Crystal Boughman	Cooking Trainer	1433	Redridge Mountains	22.8,43.4 22.8,43.6	2550:Cooking|3102:Cooking
4552	Eunice Burch	Cooking Trainer	1458	Undercity	62.2,44.4 62.2,44.6 62.6,44.4 62.6,44.6	2550:Cooking|3102:Cooking
1473	Kali Healtouch	Herbalist	1432	Loch Modan	36.4,48.4 36.6,48.4	2366:Herbalism|2368:Herbalism|3570:Herbalism|11993:Herbalism
12025	Malvor	Herbalist	1450	Moonglade	45.4,47 45.6,46.8	2366:Herbalism|2368:Herbalism|3570:Herbalism|11993:Herbalism
4159	Me'lynn	Expert Tailor	1457	Darnassus	62.4,22.4 62.4,22.6 62.6,22.6 63.4,22.2 63.6,22.2 63.6,22.6	
10276	Rotgath Stonebeard	Expert Blacksmith	1455	Ironforge	51.2,42.4 51.2,43.2 52,42.4 52,42.6 52.2,41.4	2018:Blacksmithing|3100:Blacksmithing
11052	Timothy Worthington	Master Tailor	1445	Dustwallow Marsh	66.2,51.6	3908:Tailoring|3909:Tailoring|3910:Tailoring|12180:Tailoring
1430	Tomas	Cook	1429	Elwynn Forest	44.2,66	2550:Cooking|3102:Cooking
5159	Daryl Riknussun	Cooking Trainer	1455	Ironforge	60,36.8 60.2,36.4 60.4,38	2550:Cooking|3102:Cooking
11031	Franklin Lloyd	Expert Engineer	1458	Undercity	75.4,73 76,73.4 76,73.8 76,74.6 76,75.6 76.6,73 76.6,73.8 76.6,75	4036:Engineering|4037:Engineering
1470	Ghak Healtouch	Journeyman Alchemist	1432	Loch Modan	37,49.2	2259:Alchemy
2627	Grarnik Goodstitch	Expert Tailor	1434	Stranglethorn Vale	28.6,76.8	3908:Tailoring|3909:Tailoring
11028	Jemma Quikswitch	Journeyman Engineer	1455	Ironforge	67.4,43.8 67.8,43.4 67.8,43.8 68.2,44.6 68.6,45	4036:Engineering
12030	Malux	Skinning Trainer	1443	Desolace	23.2,69.8	
1382	Mudduk	Superior Cook	1434	Stranglethorn Vale	31.4,28	2550:Cooking|3102:Cooking
11025	Mukdrak	Journeyman Engineer	1411	Durotar	52.2,40.8	4036:Engineering
8146	Ruw	Herbalism Trainer	1444	Feralas	76,43.4	2366:Herbalism|2368:Herbalism|3570:Herbalism|11993:Herbalism
7871	Se'Jib	Master Tribal Leatherworker	1434	Stranglethorn Vale	36.4,34 36.6,34.2	
2391	Serge Hinott	Expert Alchemist	1424	Hillsbrad Foothills	61.4,19.2 61.6,19.2	2259:Alchemy|3101:Alchemy
1383	Snarl	Expert Blacksmith	1454	Orgrimmar	79.2,22.4 79.4,23 79.6,23.6 79.8,23.4	2018:Blacksmithing|3100:Blacksmithing
5500	Tel'Athir	Journeyman Alchemist	1453	Stormwind City	45.8,78.2 46.4,79 46.6,79	2259:Alchemy|2366:Herbalism|2368:Herbalism|3570:Herbalism|11993:Herbalism
4212	Telonis	Artisan Leatherworker	1457	Darnassus	64.4,21.4 64.4,21.6 64.6,21.4 64.6,21.6	2108:Leatherworking|3104:Leatherworking|3811:Leatherworking
7867	Thorkaf Dragoneye	Master Dragonscale Leatherworker	1418	Badlands	62.4,57.4 62.4,57.6 62.6,57.4 62.6,57.6	
2390	Aranae Venomblood	Herbalist	1424	Hillsbrad Foothills	61.4,19.8 61.6,19.4 61.6,19.6	
3174	Dwukk	Journeyman Blacksmith	1411	Durotar	52,40.6	2018:Blacksmithing
3357	Makaru	Mining Trainer	1454	Orgrimmar	73,26.4 73,27	2575:Mining|2576:Mining|3564:Mining|10248:Mining
8128	Pikkle	Miner	1446	Tanaris	51,28	2575:Mining|2576:Mining|3564:Mining|10248:Mining
4213	Taladan	Expert Enchanter	1457	Darnassus	58.4,13.2 58.4,13.6 58.6,13.2 58.6,13.6	7411:Enchanting|7412:Enchanting
1246	Vosur Brakthel	Journeyman Alchemist	1455	Ironforge	66.4,55.2 66.4,55.6 66.6,55.2 67,54.2	2259:Alchemy
6094	Byancie	First Aid Trainer	1438	Teldrassil	55.2,56.8	3273:First Aid|3274:First Aid
2399	Daryl Stack	Master Tailor	1424	Hillsbrad Foothills	63.4,20.8 63.6,20.8	3908:Tailoring|3909:Tailoring|3910:Tailoring|12180:Tailoring
3290	Deek Fizzlebizz	Journeyman Engineer	1432	Loch Modan	45.8,13.4 45.8,13.6	4036:Engineering
9584	Jalane Ayrole	Master Shadoweave Tailor	1453	Stormwind City	26.4,77.4 26.4,77.6 26.6,77.4 26.6,77.6	
2837	Jaxin Chong	Expert Alchemist	1434	Stranglethorn Vale	28,78	
4578	Josephine Lister	Master Shadoweave Tailor	1458	Undercity	85.8,22.6 86.2,21.2 86.4,22.2 86.6,22.2	
3008	Mak	Journeyman Leatherworker	1456	Thunder Bluff	42.2,43.2 42.2,43.6 42.6,43.2	2108:Leatherworking
11042	Sylvanna Forestmoon	Expert Alchemist	1457	Darnassus	55.6,23.4 56.2,24.2 56.2,24.6 56.6,24.4 56.6,24.6	2259:Alchemy|3101:Alchemy|3464:Alchemy
4900	Alchemist Narett	Expert Alchemist	1445	Dustwallow Marsh	64,47.6	
4254	Geofram Bouldertoe	Mining Trainer	1455	Ironforge	50.2,26 50.2,26.6 50.6,26 50.6,27.2	2575:Mining|2576:Mining|3564:Mining|10248:Mining
6288	Jayla	Skinner	1440	Ashenvale	50,67.2	
6297	Kurdram Stonehammer	Mining Trainer	1439	Darkshore	38.2,41	2575:Mining|2576:Mining|3564:Mining|10248:Mining
11070	Lalina Summermoon	Journeyman Enchanter	1457	Darnassus	58.4,13.2 58.6,14 58.8,13 59,12.4 59.6,12.4 59.6,12.6	7411:Enchanting
1680	Matthew Hooper	Fishing Trainer	1433	Redridge Mountains	26.4,50.4 26.4,51 26.6,51.2 26.8,50.4	7620:Fishing|7731:Fishing
5759	Nurse Neela	First Aid Trainer	1420	Tirisfal Glades	61.8,52.8	3273:First Aid|3274:First Aid
3355	Saru Steelfury	Artisan Blacksmith	1454	Orgrimmar	82.2,23 82.4,23.6	2018:Blacksmithing|3100:Blacksmithing|3538:Blacksmithing
3478	Traugh	Expert Blacksmith	1413	The Barrens	51.2,28.8	2018:Blacksmithing|3100:Blacksmithing
8738	Vazario Linkgrease	Master Goblin Engineer	1413	The Barrens	62.6,36.2	
11048	Victor Ward	Journeyman Tailor	1458	Undercity	70.2,29.6 70.4,29.4 70.6,29.4 70.6,29.6	3908:Tailoring
2856	Angrun	Superior Herbalist	1434	Stranglethorn Vale	32.2,27.4 32.2,27.6	
8144	Kulleg Stonehorn	Skinning Trainer	1444	Feralas	74.4,43 74.6,42.8	8613:Skinning|8617:Skinning|8618:Skinning|10768:Skinning
3604	Malorne Bladeleaf	Herbalist	1438	Teldrassil	57.4,60.6 57.6,60.6	2366:Herbalism|2368:Herbalism|3570:Herbalism|11993:Herbalism
5502	Shylamiir	Herbalism Trainer	1453	Stormwind City	15,49.4 15.2,49.8 15.6,50	
10266	Ug'thok	Journeyman Blacksmith	1454	Orgrimmar	80.4,23.4 80.4,23.6 80.6,23.4 80.6,23.6	2018:Blacksmithing
7946	Brannock	Fisherman	1444	Feralas	32.2,41.4 32.2,41.6	
3136	Clarise Gnarltree	Expert Blacksmith	1431	Duskwood	73.8,48.6 74,48.4	
3603	Cyndra Kindwhisper	Journeyman Alchemist	1438	Teldrassil	57.6,60.6	2259:Alchemy
223	Dan Golthas	Journeyman Leatherworker	1458	Undercity	70.4,58.4 70.4,58.6 70.6,58.4 70.8,58.6 71,59.8	2108:Leatherworking
957	Dane Lindgren	Journeyman Blacksmith	1453	Stormwind City	57,15.4 57.2,16.4 57.4,16.6 57.6,16.2 57.6,17.2	2018:Blacksmithing
10277	Groum Stonebeard	Journeyman Blacksmith	1455	Ironforge	51.2,42.4 51.2,42.8 52,42 52,42.6 52.2,41.4	2018:Blacksmithing
3185	Mishiki	Herbalist	1411	Durotar	55.4,75 55.6,75	2366:Herbalism|2368:Herbalism|3570:Herbalism|11993:Herbalism
7868	Sarah Tanner	Master Elemental Leatherworker	1427	Searing Gorge	63.2,75.4 63.4,76 63.6,75.4 63.6,75.8	
2818	Slagg	Superior Butcher	1417	Arathi Highlands	73.8,33.4 74,33.8	
3011	Teg Dawnstrider	Expert Enchanter	1456	Thunder Bluff	44.8,37.4 45,38 45.2,38.6	
