# old node id	verdict (one|zero|many|skip)	real taxi ID(s)	old name
# GENERATED by tools/match_modern_taxi_nodes.py. "many" lists every candidate it
# found, most-likely first, but gen_modern_nodes.py renames it to that first one
# regardless -- better than the old descriptive id for now; fix the specific ones
# that turn out wrong by editing this file directly (re-running the matcher won't
# lose a MANUAL_FIXES-driven correction, but won't reorder a "many" row's
# candidates from real data either, so a by-hand reorder here is safe to keep).
# "zero" rows are used as-is (the old descriptive id, unrenamed); "skip" means a
# node this genuinely isn't the real taxi system at all (see NOT_REAL_TAXI).
BLEAK_REDOUBT_FLIGHT	one	2398	Bleak Redoubt [name]
BLOODGULCH_FLIGHT	one	659	Bloodgulch [name]
BLOODHOOF_VILLAGE_FLIGHT	one	402	Bloodhoof Village [name]
BLOODMAUL_SLAG_MINES_FLIGHT	one	1389	Bloodmaul Slag Mines [name]
BLOODWATCHER_POINT_FLIGHT	one	632	Bloodwatcher Point [name]
BLOOD_WATCH_FLIGHT	one	93	Blood Watch [name]
BOGPADDLE_FLIGHT	one	599	Bogpaddle [name]
BOOTLEGGER_OUTPOST_FLIGHT	one	539	Bootlegger Outpost [name]
BOOTY_BAY_FLIGHT_ALLIANCE	one	19	Booty Bay [name]
BOOTY_BAY_FLIGHT_HORDE	one	18	Booty Bay [name]
BORGOROK_OUTPOST_FLIGHT	one	259	Bor'gorok Outpost [name]
BOULDERCRAGS_REFUGE_FLIGHT	one	327	Bouldercrag's Refuge [name]
BOZZLES_WRECK_FLIGHT	one	1222	Bozzle's Wreck [name]
BRACKENWALL_VILLAGE_FLIGHT	one	55	Brackenwall Village [name]
BRADENSBROOK_FLIGHT	one	1713	Bradensbrook [name]
BREAKERS_CROWN_FLIGHT	one	1520	Breaker's Crown [name]
BRENNADAM_FLIGHT	one	2086	Brennadam [name]
BRIDGEPORT_FLIGHT	one	2074	Bridgeport [name]
BROADHOOF_OUTPOST_FLIGHT	one	2795	Broadhoof Outpost [name]
CAMP_ANTONIDAS_FLIGHT	one	2774	Camp Antonidas [name]
CAMP_ATAYA_FLIGHT	one	568	Camp Ataya [name]
CAMP_EVERSTILL_FLIGHT	one	615	Camp Everstill [name]
CAMP_MOJACHE_FLIGHT	one	42	Camp Mojache [name]
CAMP_MURROCH_FLIGHT	one	2926	Camp Murroch [name]
CAMP_NOWHERE_FLIGHT	one	2784	Camp Nowhere [name]
CAMP_ONEQWAH_FLIGHT	one	249	Camp Oneqwah [name]
CAMP_STONEWASH_FLIGHT	one	3106	Camp Stonewash Flightmaster [name]
CAMP_TUNKALO_FLIGHT	one	324	Camp Tunka'lo [name]
CAMP_WINTERHOOF_FLIGHT	one	192	Camp Winterhoof [name]
CASTAWAY_ENCAMPMENT_FLIGHT	one	2147	Castaway Encampment [name]
CASTAWAY_POINT_FLIGHT	one	2077	Castaway Point [name]
CENTRAL_ENCAMPMENT_FLIGHT	one	2902	Central Encampment [name]
CHALLIANES_TERRACE_FLIGHT	one	1615	Challiane's Terrace [name]
CHARRED_RAMPARTS_FLIGHT	one	2537	Charred Ramparts [name]
CHILLWIND_CAMP_FLIGHT	one	66	Chillwind Camp [name]
CHISELGRIP_FLIGHT	one	676	Chiselgrip [name]
CITY_CENTER_FLIGHT	one	2003	City Center [name]
CLAWS_EDGE_FLIGHT	one	2589	Claw's Edge [name]
CLIFFWALKER_POST_FLIGHT	one	360	Cliffwalker Post [name]
COBALT_ASSEMBLY_FLIGHT	one	2787	Cobalt Assembly [capture]
CONQUEST_HOLD_FLIGHT	one	250	Conquest Hold [name]
CONSERVATORY_OF_THE_ARCANE_FLIGHT	one	1978	Conservatory of the Arcane [name]
COSMOWRENCH_FLIGHT	one	150	Cosmowrench [name]
CRADLE_OF_CHIJI_FLIGHT	one	992	Cradle of Chi-Ji [name]
CRIMSON_THICKET_FLIGHT	one	1879	Crimson Thicket [name]
CROWN_GUARD_TOWER_FLIGHT	one	87	Crown Guard Tower [name]
CROWS_CROOK_FLIGHT	one	1515	Crow's Crook [name]
CRUSADERS_PINNACLE_FLIGHT	one	335	Crusaders' Pinnacle [name]
CRUSHBLOW_FLIGHT	one	656	Crushblow [name]
CULLENS_POST_FLIGHT	one	1738	Cullen's Post [name]
DALARAN_NORTHREND_FLIGHT	one	310	Dalaran (Northrend) Flightmaster [capture]
DARKBREAK_COVE_FLIGHT	one	524	Darkbreak Cove [name]
DARKHAVEN_FLIGHT	one	2488	Darkhaven [name]
DARKSHIRE_FLIGHT	one	12	Darkshire [name]
DARKSPEARS_EDGE_FLIGHT	one	1396	Darkspear's Edge [name]
DARKTIDE_ROOST_FLIGHT	one	1529	Darktide Roost [name]
DARNASSUS_FLIGHT	one	457	Flightmaster [id]
DAWNCHASER_RETREAT_FLIGHT	one	990	Dawnchaser Retreat [name]
DAWNRISE_EXPEDITION_FLIGHT	one	531	Dawnrise Expedition [name]
DAWNS_BLOSSOM_FLIGHT	one	895	Dawn's Blossom [name]
DEADWASH_FLIGHT	one	2097	Deadwash [name]
DEADWOOD_COVE_FLIGHT	one	2114	Deadwood Cove [name]
DEATHS_RISE_FLIGHT	one	325	Death's Rise [name]
DEEPROOT_FLIGHT	one	1523	Deeproot [name]
DELIVERANCE_POINT_FLIGHT	one	1941	Deliverance Point [name]
DEMOLITION_DOME_FLIGHT	one	2998	Demolition Dome [name]
DESOLATION_HOLD_FLIGHT	one	391	Desolation Hold [name]
DESTINY_POINT_FLIGHT	one	1976	Destiny Point [name]
DIRETUSK_HOLLOW_FLIGHT	one	2092	Diretusk Hollow [name]
DOLANAAR_FLIGHT	one	456	Dolanaar [name]
DOMINANCE_KEEP_FLIGHT	one	2515	Dominance Keep [name]
DOMINATION_POINT_FLIGHT	one	1195	Domination Point [name]
DORNOGAL_FLIGHT	one	2928	Flightmaster [id]
DRAGONMAW_PORT_FLIGHT	one	661	Dragonmaw Port Flightmaster [name]
DRAGONSCALE_BASECAMP_FLIGHT	one	2809	Dragonscale Basecamp [name]
DRAGONSCALE_CAMP_FLIGHT	one	2865	Dragonscale Camp [name]
DRAGONS_MOUTH_FLIGHT	one	634	Dragon's Mouth [name]
DREADWAKES_LANDING_FLIGHT	one	1739	Dreadwake's Landing [name]
DREAMERS_REST_FLIGHT	one	565	Dreamer's Rest [name]
DUNELLES_KINDNESS_FLIGHT	one	2922	Dunelle's Kindness [name]
DUN_MODR_FLIGHT	one	553	Dun Modr [name]
DUN_NIFFELEM_FLIGHT	one	322	Dun Niffelem [name]
DURGAZ_CABIN_FLIGHT	one	2931	Durgaz Cabin [name]
DUROTANS_GRASP_FLIGHT	one	1445	Durotan's Grasp [name]
DUSTWIND_DIG_FLIGHT	one	633	Dustwind Dig [name]
EASTPOINT_TOWER_FLIGHT	one	669	Eastpoint Tower [name]
EASTVALE_LOGGING_CAMP_FLIGHT	one	589	Eastvale Logging Camp [name]
EASTWALL_TOWER_FLIGHT	one	86	Eastwall Tower [name]
EASTWIND_REST_FLIGHT	one	1019	Eastwind Rest [name]
EBON_WATCH_FLIGHT	one	305	Ebon Watch [name]
ECODOME_RHOVAN_FLIGHT	one	3030	Eco-Dome: Rhovan [name]
EKKAS_HIDEAWAY_FLIGHT	one	2437	Ekka's Hideaway [name]
ELODOR_ALLIANCE_FLIGHT	one	1468	Elodor (Alliance) [manual]
EMBAARI_VILLAGE_FLIGHT	one	1381	Embaari Village [name]
EMBERWATCH_FLIGHT	one	2797	Emberwatch [name]
EMERALD_SANCTUARY_FLIGHT	one	166	Emerald Sanctuary [name]
EMPERORS_OMEN_FLIGHT	one	970	Emperor's Omen [name]
ETHEL_RETHOR_FLIGHT	one	370	Ethel Rethor [name]
EVERBLOOM_OVERLOOK_FLIGHT	one	1580	Everbloom Overlook [name]
EVERBLOOM_WILDS_FLIGHT	one	1568	Everbloom Wilds [name]
EVERGROVE_FLIGHT	one	160	Evergrove [name]
EVERLOOK_FLIGHT_ALLIANCE	one	52	Everlook [name]
EVERLOOK_FLIGHT_HORDE	one	53	Everlook [name]
EVERMORN_SPRINGS_FLIGHT	one	1514	Evermorn Springs [name]
EXARCHS_REFUGE_FLIGHT_ALLIANCE	one	1453	Exarch's Refuge [name]
EXARCHS_REFUGE_FLIGHT_HORDE	one	1454	Exarch's Refuge [name]
EXILES_RISE_FLIGHT	one	1384	Exile's Rise [name]
EXPLORERS_LEAGUE_DIGSITE_FLIGHT	one	591	Explorers' League Digsite [name]
EYE_OF_AZSHARA_FLIGHT	one	1870	Eye of Azshara Flightmaster [name]
EYE_OF_YSERA_FLIGHT	one	2904	Eye of Ysera [name]
FAERINS_ADVANCE_FLIGHT	one	2920	Faerin's Advance [name]
FAIRBREEZE_VILLAGE_FLIGHT	one	3133	Fairbreeze Village Flightmaster [capture]
FAITHS_REPOSE_FLIGHT	one	2725	Faith's Repose [name]
FALCONHURST_FLIGHT	one	2108	Falconhurst [name]
FALCONWING_SQUARE_FLIGHT	one	631	Falconwing Square [name]
FALCON_WATCH_FLIGHT	one	102	Falcon Watch [name]
FALLHAVEN_FLIGHT	one	2033	Fallhaven [capture]
FARSTRIDER_LODGE_FLIGHT	one	555	Farstrider Lodge [name]
FARWATCHERS_GLEN_FLIGHT	one	365	Farwatcher's Glen [name]
FEATHERMOON_FLIGHT	one	41	Feathermoon [name]
FELBANE_CAMP_FLIGHT	one	1755	Felbane Camp [name]
FELBLAZE_INGRESS_FLIGHT	one	1859	Felblaze Ingress [name]
FIREBEARDS_PATROL_FLIGHT	one	664	Firebeard's Patrol [name]
FIZZCRANK_AIRSTRIP_FLIGHT	one	246	Fizzcrank Airstrip [name]
FIZZLE_POZZIKS_SPEEDBARGE_FLIGHT	one	513	Fizzle & Pozzik's Speedbarge [name]
FLAMESTAR_POST_FLIGHT	one	675	Flamestar Post [name]
FLAME_CREST_FLIGHT	one	70	Flame Crest [name]
FLETCHERS_HOLLOW_FLIGHT	one	2035	Fletcher's Hollow [capture]
FORDRAGON_HOLD_FLIGHT	one	251	Fordragon Hold [name]
FOREST_SONG_FLIGHT	one	167	Forest Song [name]
FORKRIVER_CROSSING_FLIGHT	one	2793	Forkriver Crossing [name]
FORLORN_RUINS_FLIGHT	one	1956	Forlorn Ruins [name]
FORSAKEN_FOOTHOLD_FLIGHT	one	1741	Forsaken Foothold [name]
FORSAKEN_FORWARD_COMMAND_FLIGHT	one	646	Forsaken Forward Command [name]
FORSAKEN_HIGH_COMMAND_FLIGHT	one	645	Forsaken High Command [name]
FORSAKEN_REAR_GUARD_FLIGHT	one	681	Forsaken Rear Guard [name]
FORT_DAELIN_FLIGHT	one	2138	Fort Daelin [name]
FORT_LIVINGSTON_FLIGHT	one	590	Fort Livingston [name]
FORT_TRIUMPH_FLIGHT	one	389	Fort Triumph [name]
FORT_VICTORY_FLIGHT	one	2078	Fort Victory [name]
FORT_WILDERVAR_FLIGHT	one	184	Fort Wildervar [name]
FORT_WRYNN_ALLIANCE_FLIGHT	one	1447	Fort Wrynn (Alliance) [manual]
FREEHOLD_FLIGHT	one	2023	Freehold [name]
FREYWOLD_VILLAGE_FLIGHT	one	2929	Freywold Village [name]
FROSTHOLD_FLIGHT	one	321	Frosthold [name]
FROSTWALL_GARRISON_FLIGHT	one	1432	Frostwall Garrison [name]
FROSTWOLF_OVERLOOK_FLIGHT	one	1441	Frostwolf Overlook [name]
FURIENS_POST_FLIGHT	one	366	Furien's Post [name]
FURLBROWS_PUMPKIN_FARM_FLIGHT	one	584	Furlbrow's Pumpkin Farm [name]
FUSELIGHT_FLIGHT	one	635	Fuselight [name]
GADGETZAN_FLIGHT_ALLIANCE	one	39	Gadgetzan [name]
GADGETZAN_FLIGHT_HORDE	one	40	Gadgetzan [name]
GAORAN_BATTLEFRONT_FLIGHT	one	1054	Gao-Ran Battlefront [name]
GARADAR_FLIGHT	one	120	Garadar [name]
GARDEN_OF_THE_LOA_FLIGHT	one	2045	Garden of the Loa [name]
GARDEN_OF_THE_MOON_FLIGHT	one	1766	Garden of the Moon [name]
GARDEN_SHRINE_FLIGHT	one	2815	Garden Shrine [name]
GATES_OF_SOTHANN_FLIGHT	one	616	Gates of Sothann [name]
GELIKYR_POST_FLIGHT	one	2811	Gelikyr Post [name]
GLITTERFALL_BASIN_FLIGHT	one	2584	Glitterfall Basin [name]
GLOAMING_REEF_FLIGHT	one	1885	Gloaming Reef [name]
GLOOM_HOLLOW_FLIGHT	one	1955	Gloom Hollow [name]
GOLBOLAR_QUARRY_FLIGHT	one	620	Gol'Bolar Quarry [name]
GOLDSHIRE_FLIGHT	one	582	Goldshire [name]
GRASSY_CLINE_FLIGHT	one	1052	Grassy Cline [name]
GREENWARDENS_GROVE_FLIGHT	one	552	Greenwarden's Grove [name]
GREYWATCH_FLIGHT	one	1744	Greywatch [name]
GRIMWATTS_CRASH_FLIGHT	one	2080	Grimwatt's Crash [name]
GROMARSH_CRASHSITE_FLIGHT	one	323	Grom'arsh Crash-Site [name]
GROMGOL_FLIGHT	one	20	Grom'gol [name]
GROOKIN_HILL_FLIGHT	one	894	Grookin Hill [name]
GROVE_OF_AESSINA_FLIGHT	one	558	Grove of Aessina [name]
GROVE_OF_THE_ANCIENTS_FLIGHT_PAST	one	339	Grove of the Ancients [name]
GROVE_OF_THE_ANCIENTS_FLIGHT_PRESENT	one	339	Grove of the Ancients [name]
GUNDARGAZ_FLIGHT	one	2962	Gundargaz [name]
GUNDRAK_FLIGHT	one	331	Gundrak [name]
GUNSTANS_DIG_FLIGHT	one	532	Gunstan's Dig [name]
GUTTERVILLE_FLIGHT	one	3000	Gutterville [name]
HAFR_FJALL_FLIGHT	one	1863	Hafr Fjall [name]
HALFHILL_FLIGHT	one	985	Halfhill [name]
HALLS_OF_ATONEMENT_FLIGHT	one	2512	Halls of Atonement [name]
HAMMERFALL_FLIGHT	one	17	Hammerfall [name]
HANGMANS_POINT_FLIGHT	one	2034	Hangman's Point [name]
HARALNOR_FLIGHT	one	3195	Har'alnor Flightmaster [name]
HARATHIR_FLIGHT	one	3192	Har'athir Flightmaster [name]
HARDWRENCH_HIDEAWAY_FLIGHT	one	592	Hardwrench Hideaway [name]
HARKUAI_FLIGHT	one	3194	Har'kuai Flightmaster [name]
HARMARA_FLIGHT	one	3196	Har'mara Flightmaster [name]
HATHERFORD_FLIGHT	one	2060	Hatherford [name]
HAVEN_FLIGHT	one	2724	Haven [name]
HEARTHGLEN_FLIGHT	one	672	Hearthglen [name]
HEART_OF_THE_FOREST_FLIGHT	one	2587	Heart of the Forest [name]
HELLFIRE_PENINSULA_FLIGHT_ALLIANCE	one	129	Dark Portal Flightmaster [id]
HELLFIRE_PENINSULA_FLIGHT_HORDE	one	130	Dark Portal Flightmaster [id]
HELLSCREAMS_WATCH_FLIGHT	one	350	Hellscream's Watch [name]
HEROS_REST_FLIGHT	one	2529	Hero's Rest [capture]
HIBERNAL_HOLLOW_FLIGHT	one	2586	Hibernal Hollow [name]
HIGHBANK_FLIGHT	one	662	Highbank Flightmaster [name]
HIGHPASS_FLIGHT	one	1519	Highpass [name]
HILLCREST_PASTURE_FLIGHT	one	2090	Hillcrest Pasture [name]
HILLHELM_FAMILY_FARM_FLIGHT	one	2944	Hillhelm Family Farm [name]
HIRIWATHA_RESEARCH_STATION_FLIGHT	one	617	Hiri'watha Research Station [name]
HONEYDEW_VILLAGE_FLIGHT	one	973	Honeydew Village [name]
HONORS_STAND_FLIGHT	one	387	Honor's Stand [name]
HONOR_HOLD_FLIGHT	one	100	Honor Hold [name]
HOPES_LANDING_FLIGHT	one	1988	Hope's Landing [name]
HOSAAS_REST_FLIGHT	one	3035	Hosaas Rest [name]
HOWLING_RIDGE_FLIGHT	one	3121	Howling Ridge Flightmaster [name]
HUNTERS_HILL_FLIGHT	one	390	Hunter's Hill [name]
HUOJIN_LANDING_FLIGHT	one	1294	Huojin Landing [name]
ILLIDARI_PERCH_FLIGHT	one	1861	Illidari Perch [name]
ILLIDARI_STAND_FLIGHT	one	1622	Illidari Stand [name]
IRONFORGE_FLIGHT	one	6	Flightmaster [id]
IRONGROVE_RETREAT_FLIGHT	one	1880	Irongrove Retreat [name]
IRONHORN_ENCLAVE_FLIGHT	one	1759	Ironhorn Enclave [name]
IRONMAUL_OVERLOOK_FLIGHT	one	2093	Ironmaul Overlook [name]
IRONTREE_CLEARING_FLIGHT	one	597	Irontree Clearing [name]
IRON_DOCKS_FLIGHT	one	1524	Iron Docks [name]
IRON_SIEGEWORKS_FLIGHT	one	1528	Iron Siegeworks [name]
IRON_SUMMIT_FLIGHT	one	673	Iron Summit [name]
ISKAARA_FLIGHT	one	2775	Iskaara [name]
ISLE_OF_FANGS_FLIGHT	one	2164	Isle of Fangs [name]
JADE_TEMPLE_GROUNDS_FLIGHT	one	968	Jade Temple Grounds [name]
JOZS_RYLAKS_FLIGHT	one	1574	Joz's Rylaks [name]
K3_FLIGHT	one	320	K3 [name]
KAMAGUA_FLIGHT	one	295	Kamagua [name]
KARNUMS_GLADE_FLIGHT	one	368	Karnum's Glade [name]
KEEPERS_RESPITE_FLIGHT	one	2698	Keeper's Respite [name]
KELYAS_GRAVE_FLIGHT	one	2403	Kelya's Grave [name]
KENNINGS_LODGE_FLIGHT	one	2079	Kennings Lodge [name]
KERES_REST_FLIGHT	one	2560	Keres' Rest [name]
KHARANOS_FLIGHT	one	619	Kharanos [name]
KIRTHAVEN_FLIGHT	one	666	Kirthaven [name]
KLAXXIVESS_FLIGHT	one	1070	Klaxxi'vess [name]
KORKRON_VANGUARD_FLIGHT	one	260	Kor'kron Vanguard [name]
KOTA_BASECAMP_FLIGHT	one	1023	Kota Basecamp [name]
KRAZZLEFRAZZ_OUTPOST_FLIGHT	one	2135	Krazzlefrazz Outpost [name]
KROKUL_HOVEL_FLIGHT	one	1928	Krokul Hovel [name]
KROMGAR_FORTRESS_FLIGHT	one	362	Krom'gar Fortress [name]
LAKESHIRE_FLIGHT	one	5	Lakeshire [name]
LEGIONS_REST_FLIGHT	one	525	Legion's Rest [name]
LIFE_VAULT_RUINS_FLIGHT	one	2806	Life Vault Ruins [name]
LIGHTSPARK_FLIGHT	one	2923	Lightspark [name]
LIGHTS_BREACH_FLIGHT	one	306	Light's Breach [capture]
LIGHTS_HOPE_CHAPEL_FLIGHT_ALLIANCE	one	67	Light's Hope Chapel [name]
LIGHTS_HOPE_CHAPEL_FLIGHT_HORDE	one	68	Light's Hope Chapel [name]
LIGHTS_REDOUBT_FLIGHT	one	2924	Light's Redoubt [name]
LIGHTS_SHIELD_TOWER_FLIGHT	one	630	Light's Shield Tower [name]
LIONS_LANDING_FLIGHT	one	1190	Lion's Landing [name]
LIONS_WATCH_FLIGHT	one	1620	Lion's Watch [name]
LOAMM_FLIGHT	one	2863	Loamm [name]
LOCUS_POINT_FLIGHT	one	3120	Locus Point Flightmaster [name]
LONGYING_OUTPOST_FLIGHT	one	1053	Longying Outpost [name]
LORDANEL_FLIGHT_PAST	one	26	Lor'danel Flightmaster [name]
LORDANEL_FLIGHT_PRESENT	one	26	Lor'danel [name]
LORELS_CROSSING_FLIGHT	one	2943	Lorel's Crossing [name]
LORLATHIL_FLIGHT	one	1673	Lorlathil [name]
LORNAS_WATCH_FLIGHT	one	1745	Lorna's Watch [name]
LUNARFALL_ALLIANCE_FLIGHT	one	1476	Lunarfall (Alliance) [manual]
LUNARFALL_GARRISON_FLIGHT	one	1476	Lunarfall Flightmaster [manual]
MALAKAJIN_FLIGHT	one	363	Malaka'jin [name]
MALOS_LOOKOUT_FLIGHT	one	1647	Malo's Lookout [name]
MARINERS_ROW_FLIGHT	one	2278	Mariner's Row [name]
MARISTA_FLIGHT	one	993	Marista [name]
MARSHALS_STAND_FLIGHT	one	79	Marshal's Stand [name]
MARSHTIDE_WATCH_FLIGHT	one	598	Marshtide Watch [name]
MARUUKAI_FLIGHT	one	2792	Maruukai [capture]
MASTERS_PERCH_FLIGHT	one	3123	Masters' Perch Flightmaster [name]
MENAGERIE_OF_THE_MASTER_FLIGHT	one	2517	Menagerie of the Master [name]
MENETHIL_HARBOR_FLIGHT	one	7	Menethil Harbor Flightmaster [name]
MEREDIL_FLIGHT	one	1858	Meredil [name]
MERELDAR_FLIGHT	one	2941	Mereldar [name]
MEZZAMERE_FLIGHT	one	2408	Mezzamere [name]
MILDENHALL_MEADERY_FLIGHT	one	2088	Mildenhall Meadery [name]
MILLSTONE_HAMLET_FLIGHT	one	2137	Millstone Hamlet [name]
MIRKFALLON_POST_FLIGHT	one	541	Mirkfallon Post [name]
MISTFALL_VILLAGE_FLIGHT	one	2544	Mistfall Village [name]
MISTVINE_LEDGE_FLIGHT	one	2153	Mistvine Ledge [name]
MMARL_FLIGHT	one	2921	Mmarl [name]
MOAKI_FLIGHT	one	294	Moa'ki [name]
MOKNATHAL_VILLAGE_FLIGHT	one	163	Mok'Nathal Village [name]
MOONBROOK_FLIGHT	one	583	Moonbrook [name]
MOONGLADE_FLIGHT_ALLIANCE	one	49	Lake Elune'ara [id]
MOONGLADE_FLIGHT_HORDE	one	69	Lake Elune'ara [id]
MORGANS_VIGIL_FLIGHT	one	71	Morgan's Vigil [name]
MORQUT_VILLAGE_FLIGHT	one	2855	Morqut Village [name]
MOSSY_PILE_FLIGHT	one	386	Mossy Pile [name]
MUDFISHER_COVE_FLIGHT	one	2275	Mudfisher Cove [name]
MUDSPROCKET_FLIGHT	one	179	Mudsprocket [name]
MUGAMBA_OVERLOOK_FLIGHT	one	2148	Mugamba Overlook [name]
NESINGWARYS_GAMELAND_FLIGHT	one	1965	Nesingwary's Gameland [name]
NESINGWARYS_RETREAT_FLIGHT	one	1767	Nesingwary's Retreat [name]
NESINGWARY_BASE_CAMP_FLIGHT	one	309	Nesingwary Base Camp [name]
NEWHOME_FLIGHT	one	2404	Newhome [name]
NEW_AGAMAND_FLIGHT	one	190	New Agamand [name]
NEW_KARGATH_FLIGHT	one	21	New Kargath [name]
NIGHTHAVEN_FLIGHT_ALLIANCE	one	62	Nighthaven Flightmaster [name]
NIGHTHAVEN_FLIGHT_HORDE	one	63	Nighthaven Flightmaster [name]
NIJELS_POINT_FLIGHT	one	37	Nijel's Point [name]
NIVEKS_OVERLOOK_FLIGHT	one	1573	Nivek's Overlook [name]
NORDRASSIL_FLIGHT	one	559	Nordrassil [name]
NORTHERN_ROCKETWAY_FLIGHT	one	614	Northern Rocketway [name]
NORTHPASS_TOWER_FLIGHT	one	85	Northpass Tower [name]
NORTHWATCH_EXPEDITION_BASE_CAMP_FLIGHT	one	364	Northwatch Expedition Base Camp [name]
NORTHWATCH_HOLD_FLIGHT	one	388	Northwatch Hold [name]
NORWINGTON_ESTATE_FLIGHT	one	2084	Norwington Estate [name]
NOZZLEPOTS_OUTPOST_FLIGHT	one	458	Nozzlepot's Outpost [name]
OASIS_OF_VIRSAR_FLIGHT	one	653	Oasis of Vir'sar [name]
OBSIDIAN_BULWARK_FLIGHT	one	2808	Obsidian Bulwark [name]
OBSIDIAN_OVERLOOK_FLIGHT	one	1758	Obsidian Overlook [name]
OBSIDIAN_REST_FLIGHT	one	2864	Obsidian Rest [name]
OBSIDIAN_THRONE_FLIGHT	one	2802	Obsidian Throne [name]
OHNIRI_SPRINGS_FLIGHT	one	2825	Ohn'iri Springs [capture]
OLD_GATE_FLIGHT	one	2513	Old Gate [name]
ONE_KEG_FLIGHT	one	1022	One Keg [name]
OPPORTUNITY_POINT_FLIGHT	one	2925	Opportunity Point [name]
OREBOR_HARBORAGE_FLIGHT	one	164	Orebor Harborage [name]
ORGRIMMAR_FLIGHT	one	23	Flightmaster [id]
ORIBOS_FLIGHT	one	2395	Flightmaster, Oribos [id]
ORISES_VIGIL_FLIGHT	one	2406	Orise's Vigil [name]
OUTRIGGER_POST_FLIGHT	one	2087	Outrigger Post [name]
OVERSPARK_EXPEDITION_CAMP_FLIGHT	one	2442	Overspark Expedition Camp [name]
PANGS_STEAD_FLIGHT	one	984	Pang's Stead [name]
PATH_OF_THE_LIGHT_FLIGHT	one	1383	Path of the Light [name]
PAWDON_VILLAGE_FLIGHT	one	966	Paw'Don Village [name]
