# GENERATED by tools/match_modern_area_nodes.py -- source id, Modern id, verdict, area id(s), area name, name tried, old name. See the script's docstring; correct by hand in modern_manual.AREA_OVERRIDES.
DARK_PORTAL_SHADOWMOON_VALLEY	DARK_PORTAL_SHADOWMOON_VALLEY	zero				The Dark Portal
LUNARFALL_SHIPYARD	LUNARFALL_SHIPYARD	one	7706	Lunarfall Shipyard	Lunarfall Shipyard	Lunarfall Shipyard
LUNARFALL	LUNARFALL	many	6790,7078	Lunarfall	Lunarfall	Lunarfall
WARSPEAR_ASHRAN	WARSPEAR_ASHRAN	one	7333	Warspear	Warspear	Warspear
DARK_PORTAL_STORMSHIELD	DARK_PORTAL_STORMSHIELD	zero				The Dark Portal
STORMSHIELD_ASHRAN	STORMSHIELD_ASHRAN	one	7332	Stormshield	Stormshield	Stormshield
DARK_PORTAL_FROSTFIRE_RIDGE	DARK_PORTAL_FROSTFIRE_RIDGE	zero				The Dark Portal
TALADOR_WORMHOLE	TALADOR_WORMHOLE	many	6662,7191	Talador	Talador	Talador (A reddish-orange forest)
GORGROND_MOLE	GORGROND_MOLE	one	6721	Gorgrond	Gorgrond	Gorgrond
FROSTWALL	FROSTWALL	one	7004	Frostwall	Frostwall	Frostwall
FROSTWALL_SHIPYARD	FROSTWALL_SHIPYARD	one	7703	Frostwall Shipyard	Frostwall Shipyard	Frostwall Shipyard
SHADOWMOON_VALLEY_WORMHOLE	SHADOWMOON_VALLEY_WORMHOLE	one	6719	Shadowmoon Valley	Shadowmoon Valley	Shadowmoon Valley (Shadows...)
GORGROND_WORMHOLE	GORGROND_WORMHOLE	one	6721	Gorgrond	Gorgrond	Gorgrond (Primal Forest)
GRIM_CAMPFIRE_GORGROND	GRIM_CAMPFIRE_GORGROND	zero				Grim Campfire
FROSTFIRE_RIDGE_WORMHOLE	FROSTFIRE_RIDGE_WORMHOLE	one	6720	Frostfire Ridge	Frostfire Ridge	Frostfire Ridge (Lava and snow)
SPIRES_OF_ARAK_WORMHOLE	SPIRES_OF_ARAK_WORMHOLE	many	6722,6998,7015,7016	Spires of Arak	Spires of Arak	Spires of Arak (A jagged landscape)
AMIRDRASSIL_DRUID	AMIRDRASSIL_DRUID	one	15105	Amirdrassil	Amirdrassil	Amirdrassil, Dragon Isles
TYRHOLD_RESERVOIR_WAYGATE	TYRHOLD_RESERVOIR_WAYGATE	zero				Tyrhold Reservoir
FORBIDDEN_REACH	FORBIDDEN_REACH	zero				Morqut Village Entrance
ZARALEK_CAVERN_MOLE	ZARALEK_CAVERN_MOLE	one	14655	Obsidian Rest	Obsidian Rest	Zaralek Cavern (Obsidian Rest)
BELAMETH	BELAMETH	one	15115	Bel'ameth	Bel'ameth	Bel'ameth
FORBIDDEN_REACH_WAYGATE	FORBIDDEN_REACH_WAYGATE	one	14594	Morqut Islet	Morqut Islet	Morqut Islet
BELANAAR	BELANAAR	one	15121	Belanaar	Belanaar	Belanaar
AZURE_SPAN_MOLE	AZURE_SPAN_MOLE	one	14017	Vakthros Summit	Vakthros Summit	The Azure Span (Vakthros Summit)
VALDRAKKEN	VALDRAKKEN	zero				Portal Room
THE_WAKING_SHORES_MOLE	THE_WAKING_SHORES_MOLE	one	14012	The Slagmire	The Slagmire	The Waking Shores (The Slagmire)
AMIRDRASSIL	AMIRDRASSIL	one	14860	Amirdrassil	Amirdrassil	Amirdrassil
STORMWIND_MAGE_TOWER_ENTRANCE	STORMWIND_MAGE_TOWER_ENTRANCE	zero				Mage Tower
DARKMOON_FAIRE_ENTRANCE_ELWYNN	DARKMOON_FAIRE_ENTRANCE_ELWYNN	zero				Darkmoon Faire Entrance
DRAGONMAW_PORT	DRAGONMAW_PORT	one	5136	Dragonmaw Port	Dragonmaw Port	Dragonmaw Port
STORMWIND_HARBOR	STORMWIND_HARBOR	zero				Harbour
BLACKROCK_MOUNTAIN_MOLE	BLACKROCK_MOUNTAIN_MOLE	many	1445,25,254	Blackrock Mountain	Blackrock Mountain	Blackrock Mountain (Eastern Kingdoms - The Masonary)
TIRISFAL_ZIDORMI_PRESENT	TIRISFAL_ZIDORMI_PRESENT	zero				Zidormi (Present Tirisfal)
TIRISFAL_ZIDORMI_PAST	TIRISFAL_ZIDORMI_PAST	zero				Zidormi (Past Tirisfal)
STRATHOLME_DUNGEON	STRATHOLME_DUNGEON	one	2279	Stratholme	Stratholme	Stratholme
BLASTED_LANDS_ZIDORMI_PAST	BLASTED_LANDS_ZIDORMI_PAST	zero				Zidormi (Past Blasted Lands)
BADLANDS	BADLANDS	one	1517	Uldaman	Uldaman	Uldaman
GILNEAS	GILNEAS	one	5435	Gilneas City	Gilneas City	Gilneas City
BLASTED_LANDS_ZIDORMI_PRESENT	BLASTED_LANDS_ZIDORMI_PRESENT	zero				Zidormi (Present Blasted Lands)
SW_EMBASSY	SW_EMBASSY	zero				Embassy
HINTERLANDS_DRUID	HINTERLANDS_DRUID	one	356	Seradane	Seradane	Seradane, Hinterlands
DUSKWOOD_DRUID	DUSKWOOD_DRUID	one	856	Twilight Grove	Twilight Grove	Twilight Grove
STONARD	STONARD	zero				Stonard
SUNKEN_TEMPLE_DUNGEON	SUNKEN_TEMPLE_DUNGEON	zero				Sunken Temple
AERIE_PEAK_MOLE	AERIE_PEAK_MOLE	one	348	Aerie Peak	Aerie Peak	Aerie Peak (Eastern Kingdoms)
LIGHTS_HOPE_CHAPEL	LIGHTS_HOPE_CHAPEL	many	2268,8357	Light's Hope Chapel	Light's Hope Chapel	Light's Hope Chapel
STORMWIND_PORTAL_ROOM_LOWER	STORMWIND_PORTAL_ROOM_LOWER	zero				Portal Room (Lower)
AMANI_FOOTHOLD_FLIGHT_2	AMANI_FOOTHOLD_FLIGHT_2	zero				Amani Foothold Windcaller
EASTERN_EARTHSHRINE_SW	EASTERN_EARTHSHRINE_SW	zero				Eastern Earthshrine
SILVERMOON_PORTAL_ROOM	SILVERMOON_PORTAL_ROOM	zero				Portal Room
SILVERMOON_INN	SILVERMOON_INN	one	16645	Wayfarer's Rest	Wayfarer's Rest	Wayfarer's Rest
BLACKROCK_QUARRY_EXTERIOR	BLACKROCK_QUARRY_EXTERIOR	zero				Blackrock Quarry Interior
STORMWIND_CITY_MOLE	STORMWIND_CITY_MOLE	zero				Stormwind (Eastern Kingdoms)
SANCTUM_OF_LIGHT	SANCTUM_OF_LIGHT	one	7638	Sanctum of Light	Sanctum of Light	Sanctum of Light
DARK_PORTAL_BL	DARK_PORTAL_BL	zero				The Dark Portal
DALARAN_CRATER	DALARAN_CRATER	one	279	Dalaran Crater	Dalaran Crater	Dalaran Crater
UNDERCITY	UNDERCITY	zero				Entrance
STORMWIND_DARK_PORTAL_BL_NPC	STORMWIND_DARK_PORTAL_BL_NPC	zero				Honor Hold Mage
IRONFORGE_ENTRANCE	IRONFORGE_ENTRANCE	zero				Entrance
STORMWIND_PORTAL_ROOM_UPPER	STORMWIND_PORTAL_ROOM_UPPER	zero				Portal Room (Upper)
IRONFORGE	IRONFORGE	zero				Hall of Mysteries
NETHERGARDE_KEEP_MOLE	NETHERGARDE_KEEP_MOLE	one	1438	Nethergarde Keep	Nethergarde Keep	Nethergarde Keep (Eastern Kingdoms)
KARAZHAN	KARAZHAN	many	2562,8478	Karazhan	Karazhan	Karazhan
HIGHBANK	HIGHBANK	one	5140	Highbank	Highbank	Highbank
IRONFORGE_MOLE	IRONFORGE_MOLE	continent	1537	Ironforge	Ironforge	Ironforge (Eastern Kingdoms)
TOL_BARAD_ALLIANCE	TOL_BARAD_ALLIANCE	zero				Tol Barad Camp
TOL_BARAD_HORDE	TOL_BARAD_HORDE	zero				Tol Barad Camp
FOUNDERS_POINT	FOUNDERS_POINT	zero				Entrance Portal
BIZMOS_BRAWLPUB	BIZMOS_BRAWLPUB	zero				Bizmo's Brawlpub: where the Pugilist's ring lands you
DEEPRUN_TRAM_TO_STORMWIND	DEEPRUN_TRAM_TO_STORMWIND	zero				Deeprun Tram: the way up to Stormwind
SILVERMOON_PORTAL_ROOM_ENTRANCE	SILVERMOON_PORTAL_ROOM_ENTRANCE	zero				Silvermoon: the portal room's door, street side
SILVERMOON_PORTAL_ROOM_EXIT	SILVERMOON_PORTAL_ROOM_EXIT	zero				Silvermoon: the portal room's door, room side
VINDICAAR_AZEROTH	VINDICAAR_AZEROTH	one	9359	The Vindicaar	The Vindicaar	The Vindicaar (Azeroth)
QUELDANAS	QUELDANAS	zero				Entrance Portal
GRIM_CAMPFIRE_PANDARIA	GRIM_CAMPFIRE_PANDARIA	zero				Grim Campfire
TIMELESS_ISLE	TIMELESS_ISLE	one	6830	The Celestial Court	The Celestial Court	The Celestial Court
ARCANTINA_EXIT	ARCANTINA_EXIT	zero				Exit
ARCANTINA_ENTRANCE	ARCANTINA_ENTRANCE	zero				The Arcantina
DARKMOON_ENTRANCE	DARKMOON_ENTRANCE	zero				Entrance
DARKMOON_DOCK_EXIT	DARKMOON_DOCK_EXIT	zero				Dock
LOAKNIT_DEN_ZUL_AMAN	LOAKNIT_DEN_ZUL_AMAN	zero				Loaknit Den
KARESH	KARESH	zero				Tazavesh Entrance Portal
NAZJATAR_ALLIANCE	NAZJATAR_ALLIANCE	one	10334	Mezzamere	Mezzamere	Mezzamere
NAZJATAR_HORDE	NAZJATAR_HORDE	one	10333	Newhome	Newhome	Newhome
SHADOWFORGE_CITY_MOLE	SHADOWFORGE_CITY_MOLE	zero				Shadowforge City
EXODAR	EXODAR	zero				Entrance
DARNASSUS	DARNASSUS	one	1657	Darnassus	Darnassus	Darnassus
RAZORWIND_PORTAL_TO_FORBIDDEN_REACH	RAZORWIND_PORTAL_TO_FORBIDDEN_REACH	zero				Portal to the Forbidden Reach
RAZORWIND_SHORES	RAZORWIND_SHORES	zero				Entrance Portal
DIRE_MAUL_DUNGEON	DIRE_MAUL_DUNGEON	one	2577	Dire Maul	Dire Maul	Dire Maul
MOUNT_HYJAL	MOUNT_HYJAL	many	5038,8091	Nordrassil	Nordrassil	Nordrassil
CAVERNS_OF_TIME	CAVERNS_OF_TIME	many	2300,1941	Caverns of Time	Caverns of Time	Caverns of Time
DARKSHORE_ZIDORMI_PRESENT	DARKSHORE_ZIDORMI_PRESENT	zero				Zidormi (Present Darkshore)
DARKMOON_FAIRE_ENTRANCE_MULGORE	DARKMOON_FAIRE_ENTRANCE_MULGORE	zero				Darkmoon Faire Entrance
MOUNT_HYJAL_DRUID	MOUNT_HYJAL_DRUID	many	5038,8091	Nordrassil	Nordrassil	Nordrassil
ORGRIMMAR_PORTAL_ROOM_ENTRANCE	ORGRIMMAR_PORTAL_ROOM_ENTRANCE	zero				Entrance to Portal Room
MOONGLADE	MOONGLADE	one	2361	Nighthaven	Nighthaven	Nighthaven
FERALAS	FERALAS	one	5072	Feathermoon Stronghold	Feathermoon Stronghold	Feathermoon Stronghold
ORGRIMMAR_PORTAL_ROOM_UPPER	ORGRIMMAR_PORTAL_ROOM_UPPER	zero				Portal Room (Upper)
GADGETZAN_TRANSPORTER	GADGETZAN_TRANSPORTER	one	976	Gadgetzan	Gadgetzan	Gadgetzan
ORGRIMMAR_DARK_PORTAL_BL_NPC	ORGRIMMAR_DARK_PORTAL_BL_NPC	zero				Thrallmar Mage
THRONE_OF_FLAME_MOLE	THRONE_OF_FLAME_MOLE	one	616	Mount Hyjal	Mount Hyjal	Mount Hyjal (Kalimdor - Throne of Flame)
THERAMORE	THERAMORE	zero				Theramore
FIRE_PLUME_RIDGE_MOLE	FIRE_PLUME_RIDGE_MOLE	one	537	Fire Plume Ridge	Fire Plume Ridge	Un'Goro Crater (Kalimdor - Fire Plume Ridge)
MOONGLADE_DRUID	MOONGLADE_DRUID	zero				Stormrage Barrow
ULDUM	ULDUM	one	5466	Ramkahen	Ramkahen	Ramkahen
ULDUM_ZIDORMI_PAST	ULDUM_ZIDORMI_PAST	zero				Zidormi (Past Uldum)
DUSTWALLOW_ZIDORMI_PAST	DUSTWALLOW_ZIDORMI_PAST	zero				Zidormi (Past Dustwallow)
FERALAS_DRUID	FERALAS_DRUID	one	1111	Dream Bough	Dream Bough	Dream Bough
SILITHUS_ZIDORMI_PAST	SILITHUS_ZIDORMI_PAST	zero				Zidormi (Past Silithus)
ORGRIMMAR_EMBASSY	ORGRIMMAR_EMBASSY	zero				Embassy
THE_VORTEX_PINNACLE	THE_VORTEX_PINNACLE	continent	5583	The Vortex Pinnacle	The Vortex Pinnacle	The Vortex Pinnacle
DUSTWALLOW_ZIDORMI_PRESENT	DUSTWALLOW_ZIDORMI_PRESENT	zero				Zidormi (Present Dustwallow)
DARKSHORE_ZIDORMI_PAST	DARKSHORE_ZIDORMI_PAST	zero				Zidormi (Past Darkshore)
DARKSHORE_PORTAL_EXIT	DARKSHORE_PORTAL_EXIT	many	148,9981	Darkshore	Darkshore	Darkshore
THE_GREAT_DIVIDE_MOLE	THE_GREAT_DIVIDE_MOLE	many	5385,5839,8766	The Great Divide	The Great Divide	Southern Barrens (Kalimdor - The Great Divide)
ULDUM_ZIDORMI_PRESENT	ULDUM_ZIDORMI_PRESENT	zero				Zidormi (Present Uldum)
ORGRIMMAR_PORTAL_ROOM_STAIRS	ORGRIMMAR_PORTAL_ROOM_STAIRS	zero				Portal Room (Stairs)
SILITHUS_ZIDORMI_PRESENT	SILITHUS_ZIDORMI_PRESENT	zero				Zidormi (Present Silithus)
SILITHUS	SILITHUS	zero				Magni's Camp
EVERLOOK_RIPPER	EVERLOOK_RIPPER	one	2255	Everlook	Everlook	Everlook
ORGRIMMAR_PORTAL_ROOM_LOWER	ORGRIMMAR_PORTAL_ROOM_LOWER	zero				Portal Room (Lower)
WESTERN_EARTHSHRINE_OG	WESTERN_EARTHSHRINE_OG	zero				Western Earthshrine
THUNDER_BLUFF	THUNDER_BLUFF	zero				Entrance
BRAWLGAR_ARENA	BRAWLGAR_ARENA	zero				Brawl'gar Arena: where the Pugilist's ring lands you
BRAWLGAR_TO_ORGRIMMAR	BRAWLGAR_TO_ORGRIMMAR	zero				Brawl'gar Arena: the way out to Orgrimmar
ORGRIMMAR_TO_BRAWLGAR	ORGRIMMAR_TO_BRAWLGAR	one	5170	Valley of Strength	Valley of Strength	Orgrimmar (Valley of Strength): the way in to Brawl'gar Arena
DORNOGAL_DELVE_HALL	DORNOGAL_DELVE_HALL	zero				Delver's Office
DORNOGAL_PORTAL_ROOM	DORNOGAL_PORTAL_ROOM	zero				Portal Room
GUTTERVILLE_ROCKET	GUTTERVILLE_ROCKET	zero				Gutterville Rocket
AZJKAHET	AZJKAHET	one	14755	The Weaver's Lair	The Weaver's Lair	The Weaver's Lair
UNDERMINE	UNDERMINE	zero				Dornogal Portal
UNDERMINE_ROCKET_LAUNCH	UNDERMINE_ROCKET_LAUNCH	zero				Rocket Launch
ARGENT_TOURNAMENT_GROUNDS	ARGENT_TOURNAMENT_GROUNDS	one	4658	Argent Tournament Grounds	Argent Tournament Grounds	Argent Tournament Grounds
ARGENT_TOURNAMENT_GROUNDS_MOLE	ARGENT_TOURNAMENT_GROUNDS_MOLE	one	4658	Argent Tournament Grounds	Argent Tournament Grounds	Argent Tournament Grounds (Icecrown)
DALARAN_NORTHREND	DALARAN_NORTHREND	one	4395	Dalaran	Dalaran	Dalaran (Northrend)
STORM_PEAKS_WORMHOLE	STORM_PEAKS_WORMHOLE	many	67,8175	The Storm Peaks	The Storm Peaks	The Storm Peaks (Wormhole)
HOWLING_FJORD_WORMHOLE	HOWLING_FJORD_WORMHOLE	one	495	Howling Fjord	Howling Fjord	Howling Fjord (Wormhole)
SHOLAZAR_BASIN_WORMHOLE	SHOLAZAR_BASIN_WORMHOLE	many	3711,10157	Sholazar Basin	Sholazar Basin	Sholazar Basin (Wormhole)
BOREAN_TUNDRA_WORMHOLE	BOREAN_TUNDRA_WORMHOLE	many	3537,10156	Borean Tundra	Borean Tundra	Borean Tundra (Wormhole)
RUBY_DRAGONSHRINE_MOLE	RUBY_DRAGONSHRINE_MOLE	one	4168	Ruby Dragonshrine	Ruby Dragonshrine	Ruby Dragonshrine (Dragonblight)
GRIZZLY_HILLS_DRUID	GRIZZLY_HILLS_DRUID	one	4366	Ursoc's Den	Ursoc's Den	Ursoc's Den, Grizzly Hills
VALGARDE_BOAT	VALGARDE_BOAT	zero				Valgarde Port
HONOR_HOLD_MOLE	HONOR_HOLD_MOLE	one	3538	Honor Hold	Honor Hold	Hellfire Peninsula (Outland - Honor Hold)
BLACK_TEMPLE	BLACK_TEMPLE	one	3840	The Black Temple	The Black Temple	The Black Temple
TEMPEST_KEEP_RAID	TEMPEST_KEEP_RAID	one	3842	Tempest Keep	Tempest Keep	Tempest Keep
TOSHLEYS_STATION_TRANSPORTER	TOSHLEYS_STATION_TRANSPORTER	one	3918	Toshley's Station	Toshley's Station	Toshley's Station
WORLDS_END_TAVERN	WORLDS_END_TAVERN	one	8606	World's End Tavern	World's End Tavern	World's End Tavern
DARK_PORTAL_OUTLANDS	DARK_PORTAL_OUTLANDS	zero				The Dark Portal
SHADOWMOON_VALLEY_OUTLANDS_MOLE	SHADOWMOON_VALLEY_OUTLANDS_MOLE	one	3520	Shadowmoon Valley	Shadowmoon Valley	Shadowmoon Valley (Outland - Fel Pits)
BLADES_EDGE_MOUNTAINS_MOLE	BLADES_EDGE_MOUNTAINS_MOLE	one	3866	Skald	Skald	Blade's Edge Mountains (Outland - Skald)
AREA_52_RIPPER	AREA_52_RIPPER	one	3712	Area 52	Area 52	Area 52
SHATTRATH_OUTLANDS	SHATTRATH_OUTLANDS	zero				Shattrath
KIRIN_TOR_BASE	KIRIN_TOR_BASE	zero				Kirin Tor Base
SUNREAVER_BASE	SUNREAVER_BASE	zero				Sunreaver Base
VALLEY_OF_THE_FOUR_WINDS_MOLE	VALLEY_OF_THE_FOUR_WINDS_MOLE	one	6001	Stormstout Brewery	Stormstout Brewery	Valley of the Four Winds (Stormstout Brewery)
VALE_ZIDORMI_PAST	VALE_ZIDORMI_PAST	zero				Zidormi (Past Vale of Eternal Blossoms)
KUN_LAI_SUMMIT_MOLE	KUN_LAI_SUMMIT_MOLE	one	6085	One Keg	One Keg	Kun-Lai Summit (One Keg)
VALE_ZIDORMI_PRESENT	VALE_ZIDORMI_PRESENT	zero				Zidormi (Present Vale of Eternal Blossoms)
SHRINE_OF_TWO_MOONS	SHRINE_OF_TWO_MOONS	many	6141,6554	Shrine of Two Moons	Shrine of Two Moons	Shrine of Two Moons
SHRINE_OF_SEVEN_STARS	SHRINE_OF_SEVEN_STARS	many	6142,6553	Shrine of Seven Stars	Shrine of Seven Stars	Shrine of Seven Stars
HONEYDEW_VILLAGE	HONEYDEW_VILLAGE	one	6521	Honeydew Village	Honeydew Village	Honeydew Village
BASTION_WORMHOLE	BASTION_WORMHOLE	zero				Home of the Kyrian
BASTION_MOLE	BASTION_MOLE	one	11412	The Eternal Forge	The Eternal Forge	The Eternal Forge
ARDENWEALD_WORMHOLE	ARDENWEALD_WORMHOLE	zero				Forest of the Night Fae
ARDENWEALD_MOLE	ARDENWEALD_MOLE	one	13455	Soryn's Meadow	Soryn's Meadow	Soryn's Meadow
THE_MAW	THE_MAW	zero				Entrance
THE_MAW_WORMHOLE	THE_MAW_WORMHOLE	zero				Wasteland of the Damned
KORTHIA_WORMHOLE	KORTHIA_WORMHOLE	one	13570	Korthia	Korthia	Korthia (Wormhole)
KORTHIA	KORTHIA	zero				Entrance Portal
ORIBOS_WORMHOLE	ORIBOS_WORMHOLE	one	10565	Oribos	Oribos	Oribos, The Eternal City
ORIBOS	ORIBOS	zero				Entrance, Oribos
MALDRAXXUS_WORMHOLE	MALDRAXXUS_WORMHOLE	zero				Citadel of the Necrolords
MALDRAXXUS_MOLE	MALDRAXXUS_MOLE	one	13406	Valley of a Thousand Legs	Valley of a Thousand Legs	Valley of a Thousand Legs
ZERETH_MORTIS	ZERETH_MORTIS	zero				Entrance Portal
REVENDRETH_WORMHOLE	REVENDRETH_WORMHOLE	zero				Court of the Venthyr
REVENDRETH_MOLE	REVENDRETH_MOLE	zero				Scorched Crypt
ORIBOS_TRANSFERENCE_PAD	ORIBOS_TRANSFERENCE_PAD	zero				The pad up to the Ring of Transference (main floor)
ORIBOS_TRANSFERENCE_RING	ORIBOS_TRANSFERENCE_RING	zero				Where the pad lands on the Ring (flight master floor)
DAZARALOR_PORTAL_ROOM	DAZARALOR_PORTAL_ROOM	zero				Portal Room
DAZARALOR_PET	DAZARALOR_PET	zero				Pet Shop
NAZMIR_MOLE	NAZMIR_MOLE	zero				Zalamar Invasion
KAJACOAST_ROCKET	KAJACOAST_ROCKET	zero				Kaja'Coast Rocket
ZULDAZAR_MOLE	ZULDAZAR_MOLE	zero				Xibala Incursion
