# GENERATED by tools/gen_modern_nodes.py (tools/modern_ids.py): source id, Modern id, journal, faction.
GOLDSHIRE_FLIGHT	TAXI_582		
MURDER_ROW_DUNGEON	INSTANCE_MURDER_ROW	1304	
TENEBROUS_CAVERN_FLIGHT	TAXI_526		
RETURN_TO_KARAZHAN_DUNGEON	INSTANCE_RETURN_TO_KARAZHAN	860	
ULDAMAN_LEGACY_OF_TYR_DUNGEON	INSTANCE_ULDAMAN_LEGACY_OF_TYR	1197	
STONARD	STONARD		
THE_HARBORAGE_FLIGHT	TAXI_600		
ULDAMAN_DUNGEON	INSTANCE_ULDAMAN	239	
SUNKEN_TEMPLE_DUNGEON	SUNKEN_TEMPLE_DUNGEON		
MOONBROOK_FLIGHT	TAXI_583		
AERIE_PEAK_MOLE	AERIE_PEAK_MOLE		
LIGHTS_HOPE_CHAPEL	LIGHTS_HOPE_CHAPEL		
SLABCHISELS_SURVEY_FLIGHT	TAXI_554		
SCARLET_HALLS_DUNGEON	INSTANCE_SCARLET_HALLS	311	
SCARLET_MONASTERY_DUNGEON	INSTANCE_SCARLET_MONASTERY	316	
BLACKROCK_CAVERNS_DUNGEON	INSTANCE_BLACKROCK_CAVERNS	66	
COILED_ISLE_SILVERMOON_PORTAL	PORTAL_COILED_ISLE_SILVERMOON		
UPPER_BLACKROCK_SPIRE_DUNGEON	INSTANCE_UPPER_BLACKROCK_SPIRE	559	
STORMWIND_FLIGHT	TAXI_2		
LOWER_BLACKROCK_SPIRE_DUNGEON	INSTANCE_LOWER_BLACKROCK_SPIRE	229	
BLACKROCK_DEPTHS_DUNGEON	INSTANCE_BLACKROCK_DEPTHS	228	
LAKESHIRE_FLIGHT	TAXI_5		
HEARTHGLEN_FLIGHT	TAXI_672		
KHARANOS_FLIGHT	TAXI_619		
WITHERBARK_BLUFFS_FLIGHT	TAXI_3130		
TARREN_MILL_FLIGHT	TAXI_13		
THE_STOCKADE_DUNGEON	INSTANCE_THE_STOCKADE	238	
GNOMEREGAN_DUNGEON	INSTANCE_GNOMEREGAN	231	
AMANI_FOOTHOLD_FLIGHT	TAXI_3288		
STYGIAN_BOUNTY_FLIGHT	TAXI_610		
EASTERN_AMANI_OUTPOST_FLIGHT	FLIGHT_EASTERN_AMANI_OUTPOST		
STORMWIND_PORTAL_ROOM_LOWER	STORMWIND_PORTAL_ROOM_LOWER		
HARDWRENCH_HIDEAWAY_FLIGHT	TAXI_592		
SW_TRAM	TRAM_SW		
BASTION_OF_TWILIGHT_RAID	INSTANCE_BASTION_OF_TWILIGHT	72	
AMANI_FOOTHOLD_FLIGHT_2	AMANI_FOOTHOLD_FLIGHT_2		
KARAZHAN_RAID	INSTANCE_KARAZHAN	745	
EASTERN_EARTHSHRINE_SW	EASTERN_EARTHSHRINE_SW		
CAMP_STONEWASH_FLIGHT	TAXI_3106		
SHADEBASIN_WATCH_FLIGHT	TAXI_3129		
THORIUM_POINT_FLIGHT_HORDE	TAXI_75		
STORMWIND_SILVERMOON_PORTAL	PORTAL_STORMWIND_SILVERMOON		
DEADMINES_DUNGEON	INSTANCE_DEADMINES	63	
FURLBROWS_PUMPKIN_FARM_FLIGHT	TAXI_584		
KIRTHAVEN_FLIGHT	TAXI_666		
TORNTUSK_OVERLOOK_FLIGHT	TAXI_3126		
STORMWIND_FOUNDERS_POINT_PORTAL	PORTAL_STORMWIND_FOUNDERS_POINT		
THUNDERMAR_FLIGHT	TAXI_665		
BLOODWATCHER_POINT_FLIGHT	TAXI_632		
GILNEAS_DOCK	DOCK_GILNEAS		
TRANQUILLIEN_FLIGHT	TAXI_3134		
THE_KRAZZWORKS_FLIGHT	TAXI_660		
SILVERMOON_PORTAL_ROOM	SILVERMOON_PORTAL_ROOM		
CAMP_EVERSTILL_FLIGHT	TAXI_615		
MAGISTERS_SILVERMOON_PORTAL	PORTAL_MAGISTERS_SILVERMOON		
RUINS_OF_SOUTHSHORE_FLIGHT	TAXI_667		
SILVERMOON_ORGRIMMAR_PORTAL	PORTAL_SILVERMOON_ORGRIMMAR		
SILVERMOON_MAGISTERS_PORTAL	PORTAL_SILVERMOON_MAGISTERS		
SILVERMOON_ARCANTINA_PORTAL	PORTAL_SILVERMOON_ARCANTINA		
SILVERMOON_INN	SILVERMOON_INN		
LEGIONS_REST_FLIGHT	TAXI_525		
DARKBREAK_COVE_PORTAL	PORTAL_DARKBREAK_COVE		
SILVERMOON_CITY_FLIGHT	TAXI_82		
BLACKROCK_QUARRY_EXTERIOR	BLACKROCK_QUARRY_EXTERIOR		
HAMMERFALL_FLIGHT	TAXI_17		
GRIM_BATOL_DUNGEON	INSTANCE_GRIM_BATOL	71	
DARKBREAK_COVE_FLIGHT	TAXI_524		
FLAMESTAR_POST_FLIGHT	TAXI_675		
DEN_OF_NALORAKK_DUNGEON	INSTANCE_DEN_OF_NALORAKK	1311	
THE_VENOMOUS_ABYSS_FLIGHT	FLIGHT_THE_VENOMOUS_ABYSS		
DARKSHIRE_FLIGHT	TAXI_12		
SILVER_TIDE_HOLLOW_FLIGHT	TAXI_522		
STORMWIND_PAWDON_VILLAGE_PORTAL	PORTAL_STORMWIND_PAWDON_VILLAGE		
SANDY_BEACH_FLIGHT_HORDE	TAXI_608		
SANDY_BEACH_FLIGHT_ALLIANCE	TAXI_606		
REVANTUSK_VILLAGE_FLIGHT	TAXI_76		
TRANQUIL_WASH_FLIGHT	TAXI_523		
TENEBROUS_CAVERN_PORTAL	PORTAL_TENEBROUS_CAVERN		
WHELGARS_RETREAT_FLIGHT	TAXI_551		
SMUGGLERS_SCAR_FLIGHT	TAXI_521		
HIRIWATHA_RESEARCH_STATION_FLIGHT	TAXI_617		
STONARD_FLIGHT	TAXI_56		
NEW_KARGATH_FLIGHT	TAXI_21		
BAMBALA_FLIGHT	TAXI_593		
GREENWARDENS_GROVE_FLIGHT	TAXI_552		
LIGHTS_HOPE_CHAPEL_FLIGHT_ALLIANCE	TAXI_67		
STORMWIND_CITY_MOLE	STORMWIND_CITY_MOLE		
STORMWIND_SHATTRATH_OUTLANDS_PORTAL	PORTAL_STORMWIND_SHATTRATH_OUTLANDS		
SILVERMOON_COILED_ISLE_PORTAL	PORTAL_SILVERMOON_COILED_ISLE		
DUN_MODR_FLIGHT	TAXI_553		
FIREBEARDS_PATROL_FLIGHT	TAXI_664		
EASTWALL_TOWER_FLIGHT	TAXI_86		
STRAHNBRAD_FLIGHT	TAXI_670		
STORMWIND_EXODAR_PORTAL	PORTAL_STORMWIND_EXODAR		
FORSAKEN_HIGH_COMMAND_FLIGHT	TAXI_645		
STORMWIND_DARNASSUS_PORTAL	PORTAL_STORMWIND_DARNASSUS		
THORIUM_POINT_FLIGHT_ALLIANCE	TAXI_74		
SANCTUM_OF_LIGHT	SANCTUM_OF_LIGHT		
SILVERGLADE_REFUGE_FLIGHT	TAXI_3190		
DARK_PORTAL_BL	DARK_PORTAL_BL		
THE_FORSAKEN_FRONT_FLIGHT	TAXI_654		
STORMFEATHER_OUTPOST_FLIGHT	TAXI_618		
MENETHIL_HARBOR_DOCK	DOCK_MENETHIL_HARBOR		
DALARAN_CRATER	DALARAN_CRATER		
SHALEWIND_CANYON_FLIGHT	TAXI_596		
REBEL_CAMP_FLIGHT	TAXI_195		
UNDERCITY	UNDERCITY		
RAVEN_HILL_FLIGHT	TAXI_622		
STORMWIND_DARK_PORTAL_BL_NPC	STORMWIND_DARK_PORTAL_BL_NPC		
IRONFORGE_ENTRANCE	IRONFORGE_ENTRANCE		
CHISELGRIP_FLIGHT	TAXI_676		
VOLDRINS_HOLD_FLIGHT	TAXI_605		
VERMILLION_REDOUBT_FLIGHT	TAXI_658		
MARSHTIDE_WATCH_FLIGHT	TAXI_598		
STORMWIND_PORTAL_ROOM_UPPER	STORMWIND_PORTAL_ROOM_UPPER		
FAIRBREEZE_VILLAGE_FLIGHT	TAXI_625		
IRONFORGE	IRONFORGE		
CROWN_GUARD_TOWER_FLIGHT	TAXI_87		
HIGHBANK_FLIGHT	TAXI_662		
LIGHTS_HOPE_CHAPEL_FLIGHT_HORDE	TAXI_68		
GROMGOL_FLIGHT	TAXI_20		
IF_TRAM	TRAM_IF		
THONDRORIL_RIVER_FLIGHT	TAXI_383		
GROMGOL_ZEPPELIN	ZEPPELIN_GROMGOL		
FARSTRIDER_LODGE_FLIGHT	TAXI_555		
EXPLORERS_LEAGUE_DIGSITE_FLIGHT	TAXI_591		
FUSELIGHT_FLIGHT	TAXI_635		
EASTPOINT_TOWER_FLIGHT	TAXI_669		
NETHERGARDE_KEEP_MOLE	NETHERGARDE_KEEP_MOLE		
SHATTERED_LANDING_FLIGHT	TAXI_1537		
REFUGE_POINTE_FLIGHT	TAXI_16		
KARAZHAN	KARAZHAN		
BOGPADDLE_FLIGHT	TAXI_599		
THE_BULWARK_FLIGHT	TAXI_384		
HIGHBANK	HIGHBANK		
IRONFORGE_MOLE	IRONFORGE_MOLE		
NORTHPASS_TOWER_FLIGHT	TAXI_85		
THE_GULLET_FLIGHT	TAXI_657		
TERRACE_OF_THE_SUN_FLIGHT	TAXI_3125		
TOL_BARAD_ALLIANCE	TOL_BARAD_ALLIANCE		
TOL_BARAD_HORDE	TOL_BARAD_HORDE		
BARADIN_HOLD	INSTANCE_BARADIN_HOLD	75	
FOUNDERS_POINT	FOUNDERS_POINT		
LYCANEUM_ENTRANCE	LYCANEUM_ENTRANCE		
INSTANCE_236	INSTANCE_STRATHOLME_MAIN_GATE	236	
INSTANCE_1292	INSTANCE_STRATHOLME_SERVICE_ENTRANCE	1292	
INSTANCE_237	INSTANCE_THE_TEMPLE_OF_ATALHAKKAR	237	
INSTANCE_1317	INSTANCE_THE_TIDEBOUND_GROTTO	1317	
BIZMOS_BRAWLPUB	BIZMOS_BRAWLPUB		
BIZMOS_TO_TRAM	TRAM_BIZMOS_TO		
TRAM_TO_BIZMOS	TRAM_TO_BIZMOS		
DEEPRUN_TRAM_TO_STORMWIND	DEEPRUN_TRAM_TO_STORMWIND		
STORMWIND_TO_DEEPRUN_TRAM	TRAM_STORMWIND_TO_DEEPRUN		
SILVERMOON_PORTAL_ROOM_ENTRANCE	SILVERMOON_PORTAL_ROOM_ENTRANCE		
SILVERMOON_PORTAL_ROOM_EXIT	SILVERMOON_PORTAL_ROOM_EXIT		
THE_EXODAR_FLIGHT	TAXI_94		
AZUREMYST_ISLE_DOCK	DOCK_AZUREMYST_ISLE		
AZURE_WATCH_FLIGHT	TAXI_624		
EXODAR	EXODAR		
BLOOD_WATCH_FLIGHT	TAXI_93		
DARNASSUS	DARNASSUS		
RUTTHERAN_EXODAR_PORTAL	PORTAL_RUTTHERAN_EXODAR		
RUTTHERAN_VILLAGE_FLIGHT	TAXI_27		
DOLANAAR_FLIGHT	TAXI_456		
RUTTHERAN_STORMWIND_PORTAL	PORTAL_RUTTHERAN_STORMWIND		
DARNASSUS_FLIGHT	TAXI_457		
RAZORWIND_PORTAL_TO_FORBIDDEN_REACH	RAZORWIND_PORTAL_TO_FORBIDDEN_REACH		
RAZORWIND_SHORES	RAZORWIND_SHORES		
RAGEFIRE_CHASM_DUNGEON	INSTANCE_RAGEFIRE_CHASM	226	
DIRE_MAUL_DUNGEON	DIRE_MAUL_DUNGEON		
MARSHALS_STAND_FLIGHT	TAXI_79		
MOUNT_HYJAL	MOUNT_HYJAL		
SOUTHERN_ROCKETWAY_FLIGHT	TAXI_613		
THERAMORE_FLIGHT	TAXI_32		
BOOTLEGGER_OUTPOST_FLIGHT	TAXI_539		
CAVERNS_OF_TIME	CAVERNS_OF_TIME		
RATCHET_DOCK	DOCK_RATCHET		
ORGRIMMAR_FLIGHT	TAXI_23		
TALONBRANCH_GLADE_FLIGHT	TAXI_65		
FORT_TRIUMPH_FLIGHT	TAXI_389		
FIRELANDS_RAID	INSTANCE_FIRELANDS	78	
DARKSHORE_ZIDORMI_PRESENT	DARKSHORE_ZIDORMI_PRESENT		
SPLINTERTREE_POST_FLIGHT	TAXI_61		
ORGRIMMAR_HONEYDEW_VILLAGE_PORTAL	PORTAL_ORGRIMMAR_HONEYDEW_VILLAGE		
NOZZLEPOTS_OUTPOST_FLIGHT	TAXI_458		
DARKMOON_FAIRE_ENTRANCE_MULGORE	DARKMOON_FAIRE_ENTRANCE_MULGORE		
THE_SLUDGEWERKS_FLIGHT	TAXI_540		
THE_CULLING_OF_STRATHOLME_DUNGEON	INSTANCE_THE_CULLING_OF_STRATHOLME	279	
MOUNT_HYJAL_DRUID	MOUNT_HYJAL_DRUID		
THE_VORTEX_PINNACLE_DUNGEON	INSTANCE_THE_VORTEX_PINNACLE	68	
FURIENS_POST_FLIGHT	TAXI_366		
ORGRIMMAR_PORTAL_ROOM_ENTRANCE	ORGRIMMAR_PORTAL_ROOM_ENTRANCE		
MOONGLADE	MOONGLADE		
ORGRIMMAR_WARSPEAR_PORTAL	PORTAL_ORGRIMMAR_WARSPEAR		
WINDSHEAR_HOLD_FLIGHT	TAXI_361		
ORGRIMMAR_DORNOGAL_PORTAL	PORTAL_ORGRIMMAR_DORNOGAL		
BILGEWATER_HARBOR_FLIGHT	TAXI_44		
FERALAS	FERALAS		
MIRKFALLON_POST_FLIGHT	TAXI_541		
ORGRIMMAR_BC_SILVERMOON_PORTAL	PORTAL_ORGRIMMAR_BC_SILVERMOON		
ORGRIMMAR_PORTAL_ROOM_UPPER	ORGRIMMAR_PORTAL_ROOM_UPPER		
EMERALD_SANCTUARY_FLIGHT	TAXI_166		
WHISPERWIND_GROVE_FLIGHT	TAXI_594		
NORTHERN_ROCKETWAY_FLIGHT	TAXI_614		
GADGETZAN_TRANSPORTER	GADGETZAN_TRANSPORTER		
ORGRIMMAR_ORIBOS_PORTAL	PORTAL_ORGRIMMAR_ORIBOS		
EVERLOOK_FLIGHT_HORDE	TAXI_53		
ORGRIMMAR_DARK_PORTAL_BL_NPC	ORGRIMMAR_DARK_PORTAL_BL_NPC		
ORGRIMMAR_UNDERCITY_PORTAL	PORTAL_ORGRIMMAR_UNDERCITY		
ORGRIMMAR_NIGHTHOLD_PORTAL	PORTAL_ORGRIMMAR_NIGHTHOLD		
THRONE_OF_FLAME_MOLE	THRONE_OF_FLAME_MOLE		
THUNKS_ABODE_FLIGHT	TAXI_369		
ORGRIMMAR_VALDRAKKEN_PORTAL	PORTAL_ORGRIMMAR_VALDRAKKEN		
ORGRIMMAR_THUNDER_TOTEM_PORTAL	PORTAL_ORGRIMMAR_THUNDER_TOTEM		
CAMP_ATAYA_FLIGHT	TAXI_568		
SCHNOTTZS_LANDING_FLIGHT	TAXI_674		
GUNSTANS_DIG_FLIGHT	TAXI_532		
THERAMORE	THERAMORE		
CAVERNS_OF_TIME_STORMWIND_PORTAL	PORTAL_CAVERNS_OF_TIME_STORMWIND		
ORGRIMMAR_SILVERMOON_PORTAL	PORTAL_ORGRIMMAR_SILVERMOON		
SENJIN_VILLAGE_FLIGHT	TAXI_536		
KROMGAR_FORTRESS_FLIGHT	TAXI_362		
ORGRIMMAR_DAZARALOR_PORTAL	PORTAL_ORGRIMMAR_DAZARALOR		
FIRE_PLUME_RIDGE_MOLE	FIRE_PLUME_RIDGE_MOLE		
MOSSY_PILE_FLIGHT	TAXI_386		
ZULFARRAK_DUNGEON	INSTANCE_ZULFARRAK	241	
THUNDER_BLUFF_ZEP	ZEPPELIN_THUNDER_BLUFF		
MOONGLADE_DRUID	MOONGLADE_DRUID		
HUNTERS_HILL_FLIGHT	TAXI_390		
ECHO_ISLES_DOCK	DOCK_ECHO_ISLES		
FARWATCHERS_GLEN_FLIGHT	TAXI_365		
BLOODHOOF_VILLAGE_FLIGHT	TAXI_402		
THRONE_OF_THE_FOUR_WINDS_RAID	INSTANCE_THRONE_OF_THE_FOUR_WINDS	74	
CLIFFWALKER_POST_FLIGHT	TAXI_360		
THARGADS_CAMP_FLIGHT	TAXI_367		
GROVE_OF_THE_ANCIENTS_FLIGHT_PRESENT	TAXI_339		
THERAMORE_DOCK	DOCK_THERAMORE		
ORGRIMMAR_AZSUNA_PORTAL	PORTAL_ORGRIMMAR_AZSUNA		
SUN_ROCK_RETREAT_FLIGHT	TAXI_29		
WELL_OF_ETERNITY_DUNGEON	INSTANCE_WELL_OF_ETERNITY	185	
ULDUM	ULDUM		
WESTREACH_SUMMIT_FLIGHT	TAXI_30		
HELLSCREAMS_WATCH_FLIGHT	TAXI_350		
IRONTREE_CLEARING_FLIGHT	TAXI_597		
RUINS_OF_AHNQIRAJ_RAID	INSTANCE_RUINS_OF_AHNQIRAJ	743	
ORGRIMMAR_WAKING_SHORES_ZEP	ZEPPELIN_ORGRIMMAR_WAKING_SHORES		
BLACKFATHOM_CAMP_FLIGHT	TAXI_338		
NIGHTHAVEN_FLIGHT_HORDE	TAXI_63		
RATCHET_FLIGHT	TAXI_80		
DREAMERS_REST_FLIGHT	TAXI_565		
NORDRASSIL_FLIGHT	TAXI_559		
ULDUM_ZIDORMI_PAST	ULDUM_ZIDORMI_PAST		
CAMP_MOJACHE_FLIGHT	TAXI_42		
DUSTWALLOW_ZIDORMI_PAST	DUSTWALLOW_ZIDORMI_PAST		
DAWNRISE_EXPEDITION_FLIGHT	TAXI_531		
FERALAS_DRUID	FERALAS_DRUID		
SILITHUS_ZIDORMI_PAST	SILITHUS_ZIDORMI_PAST		
LORDANEL_FLIGHT_PAST	TAXI_26		
SILVERWIND_REFUGE_FLIGHT	TAXI_356		
ORGRIMMAR_GROMGOL_ZEP	ZEPPELIN_ORGRIMMAR_GROMGOL		
ORGRIMMAR_DALARAN_NORTHREND_PORTAL	PORTAL_ORGRIMMAR_DALARAN_NORTHREND		
ORGRIMMAR_THUNDER_BLUFF_ZEP	ZEPPELIN_ORGRIMMAR_THUNDER_BLUFF		
TEMPLE_OF_AHNQIRAJ_RAID	INSTANCE_TEMPLE_OF_AHNQIRAJ	744	
DRAGON_SOUL_RAID	INSTANCE_DRAGON_SOUL	187	
LORDANEL_FLIGHT_PRESENT	FLIGHT_LORDANEL_PRESENT		
ORGRIMMAR_EMBASSY	ORGRIMMAR_EMBASSY		
THE_VORTEX_PINNACLE	THE_VORTEX_PINNACLE		
NYALOTHA_THE_WAKING_CITY_RAID_ULDUM	INSTANCE_NYALOTHA_THE_WAKING_CITY_ULDUM	1180	
ONYXIAS_LAIR_RAID	INSTANCE_ONYXIAS_LAIR	760	
RAZORFEN_KRAUL_DUNGEON	INSTANCE_RAZORFEN_KRAUL	234	
THUNDER_BLUFF_FLIGHT	TAXI_22		
EVERLOOK_FLIGHT_ALLIANCE	TAXI_52		
DUSTWALLOW_ZIDORMI_PRESENT	DUSTWALLOW_ZIDORMI_PRESENT		
DARKSHORE_ZIDORMI_PAST	DARKSHORE_ZIDORMI_PAST		
RAZOR_HILL_FLIGHT	TAXI_537		
HALLS_OF_ORIGINATION_DUNGEON	INSTANCE_HALLS_OF_ORIGINATION	70	
ORGRIMMAR_WARSONG_ZEP	ZEPPELIN_ORGRIMMAR_WARSONG		
FOREST_SONG_FLIGHT	TAXI_167		
END_TIME_DUNGEON	INSTANCE_END_TIME	184	
HOUR_OF_TWILIGHT_DUNGEON	INSTANCE_HOUR_OF_TWILIGHT	186	
ORGRIMMAR_SHATTRATH_OUTLANDS_PORTAL	PORTAL_ORGRIMMAR_SHATTRATH_OUTLANDS		
HONORS_STAND_FLIGHT	TAXI_387		
THE_BLACK_MORASS_DUNGEON	INSTANCE_THE_BLACK_MORASS	255	
THE_CROSSROADS_FLIGHT	TAXI_25		
OLD_HILLSBRAD_FOOTHILLS_DUNGEON	INSTANCE_OLD_HILLSBRAD_FOOTHILLS	251	
CAVERNS_OF_TIME_ORGRIMMAR_PORTAL	PORTAL_CAVERNS_OF_TIME_ORGRIMMAR		
BLACKFATHOM_DEEPS_DUNGEON	INSTANCE_BLACKFATHOM_DEEPS	227	
MARAUDON_DUNGEON	INSTANCE_MARAUDON	232	
RAZORFEN_DOWNS_DUNGEON	INSTANCE_RAZORFEN_DOWNS	233	
ETHEL_RETHOR_FLIGHT	TAXI_370		
WAILING_CAVERNS_DUNGEON	INSTANCE_WAILING_CAVERNS	240	
OASIS_OF_VIRSAR_FLIGHT	TAXI_653		
THE_MORSHAN_RAMPARTS_FLIGHT	TAXI_354		
GROVE_OF_AESSINA_FLIGHT	TAXI_558		
BRACKENWALL_VILLAGE_FLIGHT	TAXI_55		
DARKSHORE_PORTAL_EXIT	DARKSHORE_PORTAL_EXIT		
THE_GREAT_DIVIDE_MOLE	THE_GREAT_DIVIDE_MOLE		
VALORMOK_FLIGHT	TAXI_683		
STONEMAUL_HOLD_FLIGHT	TAXI_569		
THE_BATTLE_FOR_MOUNT_HYJAL_RAID	INSTANCE_THE_BATTLE_FOR_MOUNT_HYJAL	750	
SHADOWPREY_VILLAGE_FLIGHT	TAXI_38		
FIZZLE_POZZIKS_SPEEDBARGE_FLIGHT	TAXI_513		
GADGETZAN_FLIGHT_ALLIANCE	TAXI_39		
DESOLATION_HOLD_FLIGHT	TAXI_391		
VENDETTA_POINT_FLIGHT	TAXI_77		
RAMKAHEN_FLIGHT	TAXI_652		
LOST_CITY_OF_THE_TOLVIR	INSTANCE_LOST_CITY_OF_THE_TOLVIR	69	
DARKSHORE_BELAMETH_PORTAL_PRESENT	PORTAL_DARKSHORE_BELAMETH_PRESENT		
NORTHWATCH_EXPEDITION_BASE_CAMP_FLIGHT	TAXI_364		
SHRINE_OF_AVIANA_FLIGHT	TAXI_557		
ZORAMGAR_OUTPOST_FLIGHT	TAXI_58		
ULDUM_ZIDORMI_PRESENT	ULDUM_ZIDORMI_PRESENT		
ORGRIMMAR_PORTAL_ROOM_STAIRS	ORGRIMMAR_PORTAL_ROOM_STAIRS		
SILITHUS_ZIDORMI_PRESENT	SILITHUS_ZIDORMI_PRESENT		
GADGETZAN_FLIGHT_HORDE	TAXI_40		
SILITHUS	SILITHUS		
