# old node id	verdict (one|zero|many)	journalInstanceID(s)	old name
# GENERATED by tools/match_modern_instance_nodes.py -- review "zero" and "many" rows
# by hand (a wing/Timewalking-variant tiebreak, or it's genuinely not in the current
# Dungeon Journal any more) and either fix the ID here or leave the row as-is;
# gen_modern_nodes.py only acts on "one" rows.
FREEHOLD_DUNGEON	one	1001	Freehold
GATE_OF_THE_SETTING_SUN_DUNGEON	one	303	Gate of the Setting Sun
GNOMEREGAN_DUNGEON	one	231	Gnomeregan
GRIMRAIL_DEPOT_DUNGEON	one	536	Grimrail Depot
GRIM_BATOL_DUNGEON	one	71	Grim Batol
GRUULS_LAIR_RAID	one	746	Gruul's Lair
GUNDRAK_DUNGEON	one	274	Gundrak
HALLS_OF_ATONEMENT_DUNGEON	one	1185	Halls of Atonement
HALLS_OF_INFUSION_DUNGEON	one	1204	Halls of Infusion
HALLS_OF_LIGHTNING_DUNGEON	one	275	Halls of Lightning
HALLS_OF_ORIGINATION_DUNGEON	one	70	Halls of Origination
HALLS_OF_REFLECTION_DUNGEON	one	276	Halls of Reflection
HALLS_OF_STONE_DUNGEON	one	277	Halls of Stone
HALLS_OF_VALOR_DUNGEON	one	721	Halls of Valor
HEART_OF_FEAR_RAID	one	330	Heart of Fear
HELLFIRE_CITADEL_RAID	one	669	Hellfire Citadel
HELLFIRE_RAMPARTS_DUNGEON	one	248	Hellfire Ramparts
HIGHMAUL_RAID	one	477	Highmaul
HOUR_OF_TWILIGHT_DUNGEON	one	186	Hour of Twilight
ICECROWN_CITADEL_RAID	one	758	Icecrown Citadel
IRON_DOCKS_DUNGEON	one	558	Iron Docks
KARAZHAN_RAID	one	745	Karazhan (Burning Crusade)
KINGS_REST_DUNGEON	one	1041	Kings' Rest
LIBERATION_OF_UNDERMINE_RAID	one	1296	Liberation of Undermine
LOWER_BLACKROCK_SPIRE_DUNGEON	one	229	Lower Blackrock Spire
MAGTHERIDONS_LAIR_RAID	one	747	Magtheridon's Lair
MAISARA_CAVERNS_DUNGEON	one	1315	Maisara Caverns
MANAFORGE_OMEGA_RAID	one	1302	Manaforge Omega
MANATOMBS_DUNGEON	one	250	Mana-Tombs
MARAUDON_DUNGEON	one	232	Maraudon
MARCH_ON_QUELDANAS_RAID	one	1308	March on Quel'Danas
MAW_OF_SOULS_DUNGEON	one	727	Maw of Souls
MISTS_OF_TIRNA_SCITHE_DUNGEON	one	1184	Mists of Tirna Scithe
MOGUSHAN_PALACE_DUNGEON	one	321	Mogu'shan Palace
MOGUSHAN_VAULTS_RAID	one	317	Mogu'shan Vaults
MOLTEN_CORE_RAID	one	741	Molten Core
MURDER_ROW_DUNGEON	one	1304	Murder Row
NAXXRAMAS_RAID	one	754	Naxxramas
NELTHARIONS_LAIR_DUNGEON	one	767	Neltharion's Lair
NELTHARUS_DUNGEON	one	1199	Neltharus
NERUBAR_PALACE_RAID	one	1273	Nerub-ar Palace
OLD_HILLSBRAD_FOOTHILLS_DUNGEON	one	251	Old Hillsbrad Foothills
ONYXIAS_LAIR_RAID	one	760	Onyxia's Lair
OPERATION_FLOODGATE_DUNGEON	one	1298	Operation: Floodgate
OPERATION_MECHAGON_DUNGEON	one	1178	Operation: Mechagon
PIT_OF_SARON_DUNGEON	one	278	Pit of Saron
PLAGUEFALL_DUNGEON	one	1183	Plaguefall
PRIORY_OF_THE_SACRED_FLAME_DUNGEON	one	1267	Priory of the Sacred Flame
RAGEFIRE_CHASM_DUNGEON	one	226	Ragefire Chasm
RAZORFEN_DOWNS_DUNGEON	one	233	Razorfen Downs
RAZORFEN_KRAUL_DUNGEON	one	234	Razorfen Kraul
RETURN_TO_KARAZHAN_DUNGEON	one	860	Return to Karazhan
RUBY_LIFE_POOLS_DUNGEON	one	1202	Ruby Life Pools
RUINS_OF_AHNQIRAJ_RAID	one	743	Ruins of Ahn'Qiraj
SANCTUM_OF_DOMINATION_RAID	one	1193	Sanctum of Domination
SANGUINE_DEPTHS_DUNGEON	one	1189	Sanguine Depths
SCARLET_HALLS_DUNGEON	one	311	Scarlet Halls
SCARLET_MONASTERY_DUNGEON	one	316	Scarlet Monastery
SCHOLOMANCE_DUNGEON	one	246	Scholomance
SEAT_OF_THE_TRIUMVIRATE_DUNGEON	one	945	Seat of the Triumvirate
SEPULCHER_OF_THE_FIRST_ONES_RAID	one	1195	Sepulcher of the First Ones
SERPENTSHRINE_CAVERN_RAID	one	748	Serpentshrine Cavern
SETHEKK_HALLS_DUNGEON	one	252	Sethekk Halls
SHADOPAN_MONASTERY_DUNGEON	one	312	Shado-Pan Monastery
SHADOWFANG_KEEP_DUNGEON	one	64	Shadowfang Keep
SHADOWMOON_BURIAL_GROUNDS_DUNGEON	one	537	Shadowmoon Burial Grounds
SHADOW_LABYRINTH_DUNGEON	one	253	Shadow Labyrinth
SHRINE_OF_THE_STORM_DUNGEON	one	1036	Shrine of the Storm
SIEGE_OF_NIUZAO_TEMPLE_DUNGEON	one	324	Siege of Niuzao Temple
SIEGE_OF_ORGRIMMAR_RAID	one	369	Siege of Orgrimmar
SKYREACH_DUNGEON	one	476	Skyreach
SPIRES_OF_ASCENSION_DUNGEON	one	1186	Spires of Ascension
STORMSTOUT_BREWERY_DUNGEON	one	302	Stormstout Brewery
SUNWELL_PLATEAU_RAID	one	752	Sunwell Plateau
TAZAVESH_THE_VEILED_MARKET_DUNGEON	one	1194	Tazavesh, the Veiled Market
TEMPLE_OF_AHNQIRAJ_RAID	one	744	Temple of Ahn'Qiraj
TEMPLE_OF_SETHRALISS_DUNGEON	one	1030	Temple of Sethraliss
TEMPLE_OF_THE_JADE_SERPENT_DUNGEON	one	313	Temple of the Jade Serpent
TERRACE_OF_ENDLESS_SPRING_RAID	one	320	Terrace of Endless Spring
THEATER_OF_PAIN_DUNGEON	one	1187	Theater of Pain
THE_ARCATRAZ_DUNGEON	one	254	The Arcatraz
THE_ARCWAY_DUNGEON	one	726	The Arcway
THE_AZURE_VAULT_DUNGEON	one	1203	The Azure Vault
THE_BATTLE_FOR_MOUNT_HYJAL_RAID	one	750	The Battle for Mount Hyjal
THE_BLACK_MORASS_DUNGEON	one	255	The Black Morass
THE_BLINDING_VALE_DUNGEON	one	1309	The Blinding Vale
THE_BLOOD_FURNACE_DUNGEON	one	256	The Blood Furnace
THE_BOTANICA_DUNGEON	one	257	The Botanica
THE_CULLING_OF_STRATHOLME_DUNGEON	one	279	The Culling of Stratholme
THE_DAWNBREAKER_DUNGEON	one	1270	The Dawnbreaker
THE_DREAMRIFT_RAID	one	1314	The Dreamrift
THE_EMERALD_NIGHTMARE_RAID	one	768	The Emerald Nightmare
THE_ETERNAL_PALACE_RAID	one	1179	The Eternal Palace
THE_EVERBLOOM_DUNGEON	one	556	The Everbloom
THE_EYE_OF_ETERNITY_RAID	one	756	The Eye of Eternity
THE_FORGE_OF_SOULS_DUNGEON	one	280	The Forge of Souls
THE_MECHANAR_DUNGEON	one	258	The Mechanar
THE_NECROTIC_WAKE_DUNGEON	one	1182	The Necrotic Wake
THE_NEXUS_DUNGEON	one	281	The Nexus
THE_NIGHTHOLD_RAID	one	786	The Nighthold
THE_NOKHUD_OFFENSIVE_DUNGEON	one	1198	The Nokhud Offensive
THE_OBSIDIAN_SANCTUM_RAID	one	755	The Obsidian Sanctum
THE_OCULUS_DUNGEON	one	282	The Oculus
THE_ROOKERY_DUNGEON	one	1268	The Rookery
THE_RUBY_SANCTUM_RAID	one	761	The Ruby Sanctum
THE_SHATTERED_HALLS_DUNGEON	one	259	The Shattered Halls
THE_SLAVE_PENS_DUNGEON	one	260	The Slave Pens
THE_STEAMVAULT_DUNGEON	one	261	The Steamvault
THE_STOCKADE_DUNGEON	one	238	The Stockade
THE_STONECORE_DUNGEON	one	67	The Stonecore
THE_STONEVAULT_DUNGEON	one	1269	The Stonevault
THE_UNDERBOG_DUNGEON	one	262	The Underbog
THE_UNDERROT_DUNGEON	one	1022	The Underrot
THE_VENOMOUS_ABYSS_RAID	one	1320	The Venomous Abyss
THE_VIOLET_HOLD_DUNGEON	one	283	The Violet Hold
THE_VORTEX_PINNACLE_DUNGEON	one	68	The Vortex Pinnacle
THRONE_OF_THE_FOUR_WINDS_RAID	one	74	Throne of the Four Winds
THRONE_OF_THE_TIDES_DUNGEON	one	65	Throne of the Tides
THRONE_OF_THUNDER_RAID	one	362	Throne of Thunder
TOL_DAGOR_DUNGEON	one	1002	Tol Dagor
TOMB_OF_SARGERAS_RAID	one	875	Tomb of Sargeras
TRIAL_OF_THE_CHAMPION_DUNGEON	one	284	Trial of the Champion
TRIAL_OF_THE_CRUSADER_RAID	one	757	Trial of the Crusader
TRIAL_OF_VALOR_RAID	one	861	Trial of Valor
ULDAMAN_DUNGEON	one	239	Uldaman
ULDAMAN_LEGACY_OF_TYR_DUNGEON	one	1197	Uldaman: Legacy of Tyr
ULDIR_RAID	one	1031	Uldir
ULDUAR_RAID	one	759	Ulduar
UPPER_BLACKROCK_SPIRE_DUNGEON	one	559	Upper Blackrock Spire
UTGARDE_KEEP_DUNGEON	one	285	Utgarde Keep
UTGARDE_PINNACLE_DUNGEON	one	286	Utgarde Pinnacle
VAULT_OF_ARCHAVON_RAID	one	753	Vault of Archavon
VAULT_OF_THE_INCARNATES_RAID	one	1200	Vault of the Incarnates
VAULT_OF_THE_WARDENS_DUNGEON	one	707	Vault of the Wardens
VOIDSCAR_ARENA_DUNGEON	one	1313	Voidscar Arena
VOIDSPIRE_RAID	one	1307	Voidspire
WAILING_CAVERNS_DUNGEON	one	240	Wailing Caverns
WAYCREST_MANOR_DUNGEON	one	1021	Waycrest Manor
WELL_OF_ETERNITY_DUNGEON	one	185	Well of Eternity
WINDRUNNER_SPIRE_DUNGEON	one	1299	Windrunner Spire
ZULAMAN_DUNGEON	one	77	Zul'Aman
ZULFARRAK_DUNGEON	one	241	Zul'Farrak
ZULGURUB_DUNGEON	one	76	Zul'Gurub
BLACKROCK_DEPTHS_DUNGEON	many	228,1301	Blackrock Depths
DAWN_OF_THE_INFINITES_DUNGEON	zero		Dawn of the Infinites
DIRE_MAUL_DUNGEON	zero		Dire Maul
MAGISTERS_TERRACE_BC_DUNGEON	many	249,1300	Magisters' Terrace
MAGISTERS_TERRACE_DUNGEON	many	249,1300	Magisters' Terrace
NEXUS_POINT_XENAS_DUNGEON	zero		Nexus Point Xenas
STRATHOLME_DUNGEON	zero		Stratholme
SUNKEN_TEMPLE_DUNGEON	zero		Sunken Temple
TEMPEST_KEEP_RAID	zero		Tempest Keep
